hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1267	clust_rep_seq	4738	793	Armada_type_II__ArmD_redo	9.5e-93	311.3	0.96	0.937	18	760
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1273	clust_rep_seq	4740	277	AbiAlpha__AbiAlpha	3.3999999999999997e-44	150.6	0.974	0.7	74	267
GCF_004319645.1|NZ_CP027030.1|NZ_CP027030.1_1276	clust_rep_seq	4741	135	Lugos__Lugos	3.5000000000000004e-26	91.0	0.706	0.874	1	118
GCF_005280275.1|NZ_CP040022.1|NZ_CP040022.1_137	clust_rep_seq	4755	259	Pycsar__AG_cyclase	6.7e-12	44.7	0.596	0.768	20	218
GCF_006364355.1|NZ_CP040990.1|NZ_CP040990.1_2412	clust_rep_seq	4761	277	CBASS__Effector_TIR	8.900000000000001e-36	123.0	0.442	0.549	2	153
GCF_008369605.1|NZ_CP043556.1|NZ_CP043556.1_907	clust_rep_seq	4799	336	Aristaios__Aristaios	1.6e-36	126.0	0.601	0.676	25	251
GCF_011212705.1|NZ_CP048693.1|NZ_CP048693.1_2716	clust_rep_seq	4803	331	Menshen__NsnA	3.9000000000000003e-35	121.2	0.862	0.973	4	325
GCF_011306175.1|NZ_CP049914.1|NZ_CP049914.1_518	clust_rep_seq	4816	198	Aristaios__Aristaios	3.1e-42	144.7	0.461	0.869	27	198
GCF_011306175.1|NZ_CP049914.1|NZ_CP049914.1_523	clust_rep_seq	4817	287	Aristaios__Aristaios	1.2e-43	149.3	0.604	0.983	2	283
GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_373	clust_rep_seq	4851	168	CBASS__2TM_Gros	7.4e-09	35.6	0.68	0.923	7	161
GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_373	clust_rep_seq	4851	168	CBASS__2TM_new	1.1e-29	103.2	0.669	0.94	6	163
GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_374	clust_rep_seq	4852	259	CBASS__Cyclase_II	1.6e-08	33.5	0.527	0.625	17	178
GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_374	clust_rep_seq	4852	259	CBASS__Cyclase_SMODS	5.2e-41	140.1	1.0	0.61	1	158
GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_406	clust_rep_seq	4858	546	DRT_4__drt4	2.1e-175	584.2	0.903	0.943	2	516
GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_408	clust_rep_seq	4859	514	RT_I_II_III_IV_V_VI_1	4.3e-14	51.6	0.529	0.29	124	272
GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_408	clust_rep_seq	4859	514	DRT8__DRT8	1.7000000000000001e-115	386.3	0.994	0.996	1	512
GCF_013357685.1|NZ_CP053803.1|NZ_CP053803.1_408	clust_rep_seq	4859	514	DRT8__DRT8a	7.9e-147	490.0	0.936	0.998	1	513
GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_343	clust_rep_seq	4876	377	Retron_I_A__ATPase_TypeIA	1.3e-10	40.5	0.401	0.546	142	347
GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_343	clust_rep_seq	4876	377	Paris_II__AriA_AAA21	1.3000000000000001e-20	73.6	0.763	0.708	8	274
GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_343	clust_rep_seq	4876	377	Septu__PtuA_2	3.5e-25	88.1	0.575	0.873	10	338
GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_343	clust_rep_seq	4876	377	Septu__PtuA	1.5999999999999999e-29	103.5	0.924	0.971	7	372
GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_344	clust_rep_seq	4877	204	Septu__PtuB	4.0999999999999995e-22	79.0	0.589	0.784	15	174
GCF_013357805.1|NZ_CP053814.1|NZ_CP053814.1_296	clust_rep_seq	4897	224	Kiwa__KwaB	1.7e-31	109.4	0.616	0.906	9	211
GCF_014788305.1|NZ_CP061845.1|NZ_CP061845.1_173	clust_rep_seq	4906	495	RT_I_II_III_IV_V_VI_1	4.7e-71	238.6	0.869	0.539	64	330
GCF_014788305.1|NZ_CP061845.1|NZ_CP061845.1_187	clust_rep_seq	4911	201	CBASS__2TM_Gros	4.3e-15	56.0	0.639	0.915	14	197
GCF_014788305.1|NZ_CP061845.1|NZ_CP061845.1_187	clust_rep_seq	4911	201	CBASS__Effector_2TM_S_2TMBeta	2.6000000000000002e-30	105.0	0.994	0.871	15	189
GCF_014788305.1|NZ_CP061845.1|NZ_CP061845.1_187	clust_rep_seq	4911	201	Panoptes__OptE	3.7e-92	307.2	1.0	1.0	1	201
GCF_014879975.1|NZ_CP062500.1|NZ_CP062500.1_1652	clust_rep_seq	4918	278	EcoKMcrA__EcoKMcrA	5.9e-34	117.6	0.405	0.806	50	273
GCF_015767675.1|NZ_CP065219.1|NZ_CP065219.1_98	clust_rep_seq	4960	253	Aristaios__Aristaios	5.3e-47	160.4	0.573	0.992	2	252
GCF_015767675.1|NZ_CP065219.1|NZ_CP065219.1_101	clust_rep_seq	4961	180	AbiQ__AbiQ	1.9999999999999998e-41	141.0	0.942	0.889	1	160
GCF_019321785.1|NZ_CP074415.1|NZ_CP074415.1_1993	clust_rep_seq	4968	231	Paris_II__AriA_AAA21	1e-15	57.5	0.421	0.775	11	189
GCF_019321785.1|NZ_CP074415.1|NZ_CP074415.1_1993	clust_rep_seq	4968	231	Septu__PtuA	6.5e-33	114.7	0.503	0.918	18	229
GCF_024347015.1|NZ_AP024891.1|NZ_AP024891.1_51	clust_rep_seq	5007	275	Thoeris__ThsA_MacroTM	1.7e-66	224.0	0.971	0.935	3	259
GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1126	clust_rep_seq	5026	243	DS-18__DS-18	1.5e-87	292.4	0.968	0.996	1	242
GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1134	clust_rep_seq	5031	162	Retron_IX__HEPN	6.3e-06	25.9	0.761	0.63	22	123
GCF_024347395.1|NZ_AP025472.1|NZ_AP025472.1_1160	clust_rep_seq	5038	320	Aristaios__Aristaios	8.5e-48	163.0	0.573	0.872	33	311
GCF_024347535.1|NZ_AP025498.1|NZ_AP025498.1_1167	clust_rep_seq	5067	207	AbiG__AbiGi	3.1e-40	137.8	0.753	0.995	1	206
GCF_030704285.1|NZ_CP131931.1|NZ_CP131931.1_1603	clust_rep_seq	5102	239	CBASS__Endonuc_small	1.3e-16	60.5	0.423	0.427	16	117
GCF_030704285.1|NZ_CP131931.1|NZ_CP131931.1_1603	clust_rep_seq	5102	239	PD_DExK_I_II_III_IV_V_VI_5	1.6e-33	114.4	0.953	0.502	3	122
GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1245	clust_rep_seq	5108	188	Kiwa__KwaA	8.7e-11	41.3	0.948	0.995	1	187
GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1246	clust_rep_seq	5109	275	Kiwa__KwaB	1.4e-13	50.5	0.79	0.873	30	269
GCF_030994145.1|NZ_CP099919.1|NZ_CP099919.1_1246	clust_rep_seq	5109	275	Kiwa__KwaB_2	1.4e-58	198.0	0.896	0.938	15	272
GCF_032027525.2|NZ_CP184804.1|NZ_CP184804.1_267	clust_rep_seq	5162	432	Clover__CloA	2.4e-32	111.7	0.499	0.565	11	254
GCF_032027525.2|NZ_CP184804.1|NZ_CP184804.1_267	clust_rep_seq	5162	432	dGTPase__Sp_dGTPase	1.7e-175	583.7	0.962	0.975	12	432
GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1588	clust_rep_seq	5203	280	CBASS__Endonuc_small	1.9e-17	63.3	0.432	0.371	33	136
GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1588	clust_rep_seq	5203	280	PD_DExK_I_II_III_IV_V_VI_5	5.7000000000000006e-36	122.4	0.85	0.393	26	135
GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1588	clust_rep_seq	5203	280	Damona__VCA0399	1.6e-101	338.7	0.972	0.968	1	271
GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1623	clust_rep_seq	5213	375	DS-5__DS-5B	1.5e-58	198.4	0.989	0.971	8	371
GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1623	clust_rep_seq	5213	375	gcu24__gcu24	3.3e-107	358.8	0.884	0.989	3	373
GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1624	clust_rep_seq	5214	436	PD-T7-3__PD-T7-3	2.0000000000000002e-144	481.5	0.993	0.984	1	429
GCF_045820715.1|NZ_CP174456.1|NZ_CP174456.1_1626	clust_rep_seq	5215	240	Aristaios__Aristaios	6.1e-22	78.0	0.545	0.879	14	224
GCF_046097525.1|NZ_CP175807.1|NZ_CP175807.1_353	clust_rep_seq	5218	382	CBASS__Endonuc_small	1.3e-16	60.5	0.498	0.309	30	147
GCF_046097525.1|NZ_CP175807.1|NZ_CP175807.1_353	clust_rep_seq	5218	382	PD_DExK_I_II_III_IV_V_VI_5	2.1e-31	107.6	0.976	0.319	25	146
GCF_046581405.1|NZ_CP041683.1|NZ_CP041683.1_3221	clust_rep_seq	5236	338	CapRel__CapRel	1.7e-45	155.2	0.944	0.962	10	334
GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_1000	clust_rep_seq	5250	183	PD-T4-4__PD-T4-4_B	2e-06	27.1	0.864	0.852	24	179
GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_1001	clust_rep_seq	5251	466	Paris_II__AriA_AAA21	3.5e-16	59.1	0.839	0.818	7	387
GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_1001	clust_rep_seq	5251	466	PD-T4-4__PD-T4-4_A	2.3e-76	257.2	0.991	0.964	11	459
GCF_046850195.1|NZ_CP133986.1|NZ_CP133986.1_1027	clust_rep_seq	5255	405	Retron_IX__HEPN	6.8e-07	29.0	0.872	0.247	160	259
GCF_049563345.1|NZ_CP110481.1|NZ_CP110481.1_316	clust_rep_seq	5265	472	DS-20__DS-20	7.499999999999999e-164	545.7	0.986	1.0	1	472
GCF_049810405.1|NZ_CP187389.1|NZ_CP187389.1_1269	clust_rep_seq	5268	368	PD-T2-1__PD-T2-1B	1.4e-90	303.1	0.982	0.995	1	366
GCF_049818045.1|NZ_CP187480.1|NZ_CP187480.1_1789	clust_rep_seq	5285	199	AbiA_small__AbiA_SLATT	3.6e-07	29.6	0.726	0.688	9	145
GCF_049818045.1|NZ_CP187480.1|NZ_CP187480.1_1789	clust_rep_seq	5285	199	DRT9__SLATT	1.3e-15	56.8	0.955	0.955	7	196
GCF_049818045.1|NZ_CP187480.1|NZ_CP187480.1_1789	clust_rep_seq	5285	199	AbiA_small__SLATT	1.8e-16	59.9	0.707	0.693	18	155
GCF_049818045.1|NZ_CP187480.1|NZ_CP187480.1_1789	clust_rep_seq	5285	199	DRT_3__SLATT	2.3999999999999997e-67	225.6	0.97	0.975	5	198
GCF_049821485.1|NZ_CP187514.1|NZ_CP187514.1_954	clust_rep_seq	5291	330	PD-T4-7__PD-T4-7	1.6e-55	187.9	0.751	0.73	4	244
GCF_054875955.1|NZ_CM142183.1|NZ_CM142183.1_784	clust_rep_seq	5314	329	Divona__VCA0374	2.1e-104	348.7	0.979	0.976	3	323
GCF_054906185.1|NZ_CP166973.1|NZ_CP166973.1_322	clust_rep_seq	5326	175	VP1839__VP1839	7.7e-31	106.6	0.876	0.914	2	161
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1315	clust_rep_seq	5336	249	DS-18__DS-18	4e-61	205.9	0.968	0.972	7	248
GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1331	clust_rep_seq	5342	149	Lugos__Lugos	3.8e-28	97.4	0.725	0.913	2	137
GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1605	clust_rep_seq	5352	508	RT_I_II_III_IV_V_VI_1	2.1e-14	52.7	0.492	0.307	137	292
GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1605	clust_rep_seq	5352	508	AbiP2__AbiP2	7e-191	634.9	0.969	0.992	1	504
GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1711	clust_rep_seq	5358	356	DS-5__DS-5B	4e-63	213.4	0.967	0.952	1	339
GCF_056531025.1|NZ_CM152466.1|NZ_CM152466.1_1711	clust_rep_seq	5358	356	gcu24__gcu24	6.2e-95	318.4	0.872	0.978	2	349
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1164	clust_rep_seq	5360	275	EcoKMcrA__EcoKMcrA	2.2e-26	92.7	0.446	0.829	43	270
GCF_056674835.1|NZ_CM155225.1|NZ_CM155225.1_1165	clust_rep_seq	5361	502	HEC-04__HEC-04	1.6e-221	735.7	0.978	0.986	2	496
GCF_056820805.1|NZ_CM165957.1|NZ_CM165957.1_1290	clust_rep_seq	5366	449	Rugutis__Rugutis	4.6e-88	295.5	0.853	0.764	100	442
GCF_056820805.1|NZ_CM165957.1|NZ_CM165957.1_1346	clust_rep_seq	5376	166	PhiR47.1_PanTA__PanA	6.6e-62	207.9	0.74	0.97	4	164
GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_385	clust_rep_seq	5427	121	Panoptes__OptS	7.4e-53	177.4	0.992	0.992	1	120
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_774	clust_rep_seq	5437	215	RosmerTA__RmrT_2585209417	1.8000000000000002e-28	98.9	0.96	0.972	4	212
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2676476075	5.1e-38	130.6	0.815	0.787	10	304
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2641389401	1.1e-39	135.9	0.967	0.936	14	364
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2753529055	1.6000000000000002e-46	158.5	0.855	0.88	9	338
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2617826694	9.9e-48	162.0	0.961	0.933	12	361
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2603008502	1e-50	172.5	0.959	0.947	11	365
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2634882613	5.2e-58	196.2	0.952	0.976	9	374
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2664250653	1.8e-62	210.8	0.937	0.949	10	365
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2677172838	1.5e-62	211.1	0.955	0.936	9	359
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2662548665	6.700000000000001e-64	215.7	0.902	0.939	9	360
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2634932349	4.2e-65	219.3	0.906	0.899	14	350
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2623274509	1.6000000000000002e-65	220.8	0.943	0.933	7	356
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2734955840	1.3e-65	221.4	0.925	0.92	7	351
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2600853143	1.2e-65	221.5	0.891	0.888	8	340
GCF_900324435.1|NZ_LT992491.1|NZ_LT992491.1_775	clust_rep_seq	5438	375	RosmerTA__RmrA_2585209417	1.7e-120	401.9	0.986	0.968	11	373
GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_507	clust_rep_seq	5513	225	EcoKMcrA__EcoKMcrA	3.6e-40	138.0	0.44	0.956	5	219
GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_562	clust_rep_seq	5530	307	RM_Type_IV__Type_IV_05	2.6e-21	76.2	0.797	0.948	11	301
GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_573	clust_rep_seq	5536	276	Aristaios__Aristaios	2.4e-38	132.0	0.598	0.942	10	269
GCF_001558515.2|NZ_CP014049.2|NZ_CP014049.2_1217	clust_rep_seq	5550	266	EcoKMcrA__EcoKMcrA	6.7e-34	117.4	0.432	0.853	34	260
GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1367	clust_rep_seq	5564	269	AbiH__AbiH	2e-15	57.0	0.483	0.498	80	213
GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1383	clust_rep_seq	5568	142	CBASS__2TM_type_IV	2.5e-12	46.5	0.601	0.859	20	141
GCF_001675245.1|NZ_CP012739.1|NZ_CP012739.1_1415	clust_rep_seq	5573	276	Aristaios__Aristaios	1.2e-43	149.3	0.595	0.982	2	272
GCF_001675245.1|NZ_CP012740.1|NZ_CP012740.1_299	clust_rep_seq	5577	594	NLR_like_bNACHT01__NLR_like_bNACHT01	6.3e-142	473.8	0.962	0.956	3	570
GCF_001679745.1|NZ_CP016224.1|NZ_CP016224.1_1622	clust_rep_seq	5580	539	Shedu__SduA	8.100000000000001e-42	143.6	0.831	0.738	138	535
GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1228	clust_rep_seq	5584	361	Rugutis__Rugutis	6.3e-99	331.3	0.891	0.989	1	357
GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1253	clust_rep_seq	5594	257	CBASS__Cyclase_II	1.7e-21	76.2	0.71	0.86	12	232
GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1253	clust_rep_seq	5594	257	CBASS__Cyclase_SMODS	3.5e-27	95.1	0.988	0.603	12	166
GCF_001682175.1|NZ_CP011884.1|NZ_CP011884.1_1256	clust_rep_seq	5596	205	Aristaios__Aristaios	5.3e-38	130.8	0.598	0.985	1	202
GCF_023920225.1|NZ_CP092587.1|NZ_CP092587.1_1760	clust_rep_seq	5630	367	RM_Type_II__Type_II_REase09	6e-16	59.1	0.655	0.768	13	294
GCF_023920225.1|NZ_CP092587.1|NZ_CP092587.1_1760	clust_rep_seq	5630	367	Menshen__NsnA	8.000000000000001e-65	219.0	0.808	0.891	17	343
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_310	clust_rep_seq	5638	608	Paris_II__AriA_AAA21	6.7e-14	51.5	0.836	0.63	1	383
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_310	clust_rep_seq	5638	608	Septu__PtuA	1.4e-21	77.3	0.768	0.646	1	393
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_310	clust_rep_seq	5638	608	Gabija__GajA	1.1e-49	169.3	0.771	0.832	1	506
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_820	clust_rep_seq	5643	280	Aristaios__Aristaios	6.1e-58	196.4	0.636	0.95	1	266
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_826	clust_rep_seq	5646	594	NLR_like_bNACHT01__NLR_like_bNACHT01	6.6e-116	387.9	0.905	0.892	10	539
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_848	clust_rep_seq	5655	413	Dazbog__DzbB	1.5e-05	24.1	0.449	0.392	217	378
GCF_024347475.1|NZ_AP025488.1|NZ_AP025488.1_133	clust_rep_seq	5672	152	Lugos__Lugos	1.4e-34	118.4	0.831	0.947	1	144
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_739	clust_rep_seq	5731	440	Menshen__NsnB	1.2e-68	231.8	0.991	0.973	1	428
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_739	clust_rep_seq	5731	440	HEC-03__HEC-03B	1.3e-69	234.9	0.87	0.989	1	435
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1195	clust_rep_seq	5733	177	Dag__Dag4	2.2e-50	170.5	0.832	0.96	8	177
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1943	clust_rep_seq	5751	188	DRT_1__drt1b	1.8e-29	102.4	0.685	0.777	28	173
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1995	clust_rep_seq	5773	152	Nantosuelta__VCA0322	2.9e-56	190.3	0.57	0.974	1	148
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1715	clust_rep_seq	5789	206	RM_Type_IV__Type_IV_05	6e-22	78.4	0.508	0.68	61	200
GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1097	clust_rep_seq	5802	380	Shedu__SduA	2.3e-44	152.0	0.745	0.779	77	372
GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1114	clust_rep_seq	5805	230	Aristaios__Aristaios	8.3e-59	199.2	0.604	0.996	2	230
GCF_002214395.1|NZ_CP018312.1|NZ_CP018312.1_1127	clust_rep_seq	5808	205	Kiwa__KwaA	2.2e-26	92.2	0.759	0.751	12	165
GCF_002216685.1|NZ_CP022352.1|NZ_CP022352.1_128	clust_rep_seq	5841	263	Retron_VII_2__DUF3800	2.4e-08	34.1	0.944	0.692	12	193
GCF_002224265.1|NZ_CP012881.1|NZ_CP012881.1_2552	clust_rep_seq	5855	453	RT_I_II_III_IV_V_VI_1	2.9e-68	229.5	0.862	0.592	39	306
GCF_003063885.1|NZ_CP028893.1|NZ_CP028893.1_423	clust_rep_seq	5905	360	CapRel__CapRel	1e-39	136.3	0.957	0.908	3	329
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1154	clust_rep_seq	5914	420	PD-T7-2__PD-T7-2_A	3.5e-17	61.9	0.856	0.869	6	370
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1154	clust_rep_seq	5914	420	pAgo__GbbAgaS	1.3e-19	69.9	0.84	0.805	4	341
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1172	clust_rep_seq	5923	213	Dag__Dag12	1.3e-56	191.3	0.99	0.972	5	211
GCF_003085735.1|NZ_CP020034.1|NZ_CP020034.1_1202	clust_rep_seq	5933	539	DS-44__DS-44	3.6000000000000004e-207	689.0	0.991	0.998	1	538
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_914	clust_rep_seq	5976	314	AbiH__AbiH	1e-58	198.9	0.996	0.889	4	282
GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_956	clust_rep_seq	5984	282	Rst_gop_beta_cll__cll	8.7e-18	64.4	0.574	0.546	97	250
GCF_009763085.1|NZ_CP046774.1|NZ_CP046774.1_99	clust_rep_seq	6002	254	DS-28__DS-28B	7.9e-92	306.7	0.992	0.992	1	252
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2130	clust_rep_seq	6026	578	Gabija__GajA	4.2999999999999996e-33	114.5	0.755	0.785	4	457
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2130	clust_rep_seq	6026	578	Old_exonuclease__Old_exonuclease	1.2e-130	436.1	0.995	0.993	3	576
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2134	clust_rep_seq	6027	375	Retron_VII_2__DUF3800	2.3e-11	43.8	0.972	0.848	4	321
GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2159	clust_rep_seq	6035	145	DRT_1__drt1b	3.3000000000000004e-31	108.1	0.675	0.945	7	143
GCF_009763725.1|NZ_CP046791.1|NZ_CP046791.1_1614	clust_rep_seq	6045	436	RT_I_II_III_IV_V_VI_1	3e-83	278.7	0.926	0.635	6	282
GCF_009763725.1|NZ_CP046791.1|NZ_CP046791.1_1673	clust_rep_seq	6055	213	CBASS__4TM_new	2.5e-12	46.3	0.584	0.704	62	211
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_64	clust_rep_seq	6064	189	Rugutis__Rugutis	1.1e-59	202.1	0.414	0.905	5	175
GCF_009763885.1|NZ_CP046849.1|NZ_CP046849.1_65	clust_rep_seq	6065	194	Rugutis__Rugutis	7.1e-43	146.7	0.454	0.964	3	189
GCF_015767675.1|NZ_CP065217.1|NZ_CP065217.1_1607	clust_rep_seq	6150	222	SanaTA__SanaA	7.3e-17	61.5	0.776	0.464	1	103
GCF_015767675.1|NZ_CP065217.1|NZ_CP065217.1_1645	clust_rep_seq	6153	179	Belisama__VCA0458	1.5e-18	66.4	0.564	0.883	1	158
GCF_019670025.1|NZ_AP019849.1|NZ_AP019849.1_1572	clust_rep_seq	6173	371	PD-T7-1__PD-T7-1	2.3e-44	151.3	0.731	0.968	3	361
GCF_019670025.1|NZ_AP019849.1|NZ_AP019849.1_1572	clust_rep_seq	6173	371	PD-T7-5__PD-T7-5	3.1000000000000004e-109	364.7	0.908	0.987	3	368
GCF_024346675.1|NZ_AP024851.1|NZ_AP024851.1_748	clust_rep_seq	6249	179	PD-Lambda-3__PD-Lambda-3_A	5.7e-05	22.5	0.415	0.38	65	132
GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1545	clust_rep_seq	6257	285	EcoKMcrA__EcoKMcrA	4.2999999999999996e-24	85.2	0.423	0.723	55	260
GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1545	clust_rep_seq	6257	285	ScoMcrA__ScoMcrA	7.8e-82	275.1	0.685	0.993	2	284
GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1545	clust_rep_seq	6257	285	TagI__TagI	4.2e-87	292.3	0.769	0.989	3	284
GCF_024346715.1|NZ_AP024852.1|NZ_AP024852.1_1553	clust_rep_seq	6263	388	SEFIR__bSEFIR	8.4e-74	249.2	0.682	0.791	4	310
GCF_024347315.1|NZ_AP025460.1|NZ_AP025460.1_1819	clust_rep_seq	6280	585	Reve__Reve	9.800000000000001e-32	109.7	0.957	0.959	17	577
GCF_029635775.1|NZ_CP113242.1|NZ_CP113242.1_229	clust_rep_seq	6304	410	DS-22__DS-22	3.5e-148	493.5	0.979	0.988	2	406
GCF_029990625.1|NZ_CP118438.1|NZ_CP118438.1_328	clust_rep_seq	6335	259	Aristaios__Aristaios	2.8e-19	69.3	0.636	0.911	17	252
GCF_029990625.1|NZ_CP118438.1|NZ_CP118438.1_340	clust_rep_seq	6339	294	Kiwa__KwaB	1.8e-47	161.9	0.921	0.969	5	289
GCF_029990625.1|NZ_CP118438.1|NZ_CP118438.1_340	clust_rep_seq	6339	294	Kiwa__KwaB_2	2.9e-92	308.6	0.986	0.976	4	290
GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1451	clust_rep_seq	6345	248	Aristaios__Aristaios	4.6e-27	94.9	0.573	0.907	18	242
GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1453	clust_rep_seq	6346	312	UG25__DUF1848	1.8e-32	112.4	0.964	0.872	1	272
GCF_030220165.1|NZ_CP126698.1|NZ_CP126698.1_1524	clust_rep_seq	6366	366	VP1823__VP1823	2.2000000000000003e-168	559.4	1.0	0.973	1	356
GCF_030316215.1|NZ_CP128205.1|NZ_CP128205.1_181	clust_rep_seq	6378	173	RM_Type_II__Type_II_REase05	4.3e-07	29.8	0.5	0.694	33	152
GCF_030718785.1|NZ_CP132189.1|NZ_CP132189.1_341	clust_rep_seq	6397	367	RM_Type_II__Type_II_REase09	1.4e-10	41.5	0.945	0.962	13	365
GCF_030718785.1|NZ_CP132189.1|NZ_CP132189.1_341	clust_rep_seq	6397	367	PD-T4-2__PD-T4-2_A	6.3e-45	153.2	0.888	0.899	33	362
