sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
clust_rep_seq_PARIS_II_merge_347	Paris	PARIS_II_merge	Defense	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2055	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2055	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2055	1	Paris_II_merge__AAA_21_DUF4435
clust_rep_seq_Belisama_159	Belisama	Belisama	Defense	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2070	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2070	GCF_053154035.1|NZ_CP113098.1|NZ_CP113098.1_2070	1	Belisama__VCA0458
clust_rep_seq_AbiAlpha_8	AbiAlpha	AbiAlpha	Defense	GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_135	GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_135	GCF_057368525.1|NZ_CM170647.1|NZ_CM170647.1_135	1	AbiAlpha__AbiAlpha
clust_rep_seq_VP1848_516	VP1848	VP1848	Defense	GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_107	GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_107	GCF_057368555.1|NZ_CM170651.1|NZ_CM170651.1_107	1	VP1848__VP1848
clust_rep_seq_Aristaios_89	Aristaios	Aristaios	Defense	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_981	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_981	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_981	1	Aristaios__Aristaios
clust_rep_seq_Thoeris_IV_478	Thoeris	Thoeris_IV	Defense	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_991	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_992	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_991,GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_992	2	Thoeris__ThsA_Caps4,Thoeris__ThsB_5
clust_rep_seq_Dag_231	Dag	Dag	Defense	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1004	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1004	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1004	1	Dag__Dag13
clust_rep_seq_Aristaios_90	Aristaios	Aristaios	Defense	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1065	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1065	GCF_057368585.1|NZ_CM170655.1|NZ_CM170655.1_1065	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_91	Aristaios	Aristaios	Defense	GCF_057439675.1|NZ_CM171982.1|NZ_CM171982.1_1315	GCF_057439675.1|NZ_CM171982.1|NZ_CM171982.1_1315	GCF_057439675.1|NZ_CM171982.1|NZ_CM171982.1_1315	1	Aristaios__Aristaios
clust_rep_seq_AbiU_37	AbiU	AbiU	Defense	GCF_009763765.1|NZ_CP046794.1|NZ_CP046794.1_155	GCF_009763765.1|NZ_CP046794.1|NZ_CP046794.1_155	GCF_009763765.1|NZ_CP046794.1|NZ_CP046794.1_155	1	AbiU__AbiU
clust_rep_seq_dCTPdeaminase_530	dCTPdeaminase	dCTPdeaminase	Defense	GCF_009763845.1|NZ_CP046812.1|NZ_CP046812.1_119	GCF_009763845.1|NZ_CP046812.1|NZ_CP046812.1_119	GCF_009763845.1|NZ_CP046812.1|NZ_CP046812.1_119	1	dCTPdeaminase__dCTPdeaminase
clust_rep_seq_Lugos_309	Lugos	Lugos	Defense	GCF_009763845.1|NZ_CP046812.1|NZ_CP046812.1_121	GCF_009763845.1|NZ_CP046812.1|NZ_CP046812.1_121	GCF_009763845.1|NZ_CP046812.1|NZ_CP046812.1_121	1	Lugos__Lugos
clust_rep_seq_Aristaios_92	Aristaios	Aristaios	Defense	GCF_009764025.1|NZ_CP046847.1|NZ_CP046847.1_377	GCF_009764025.1|NZ_CP046847.1|NZ_CP046847.1_377	GCF_009764025.1|NZ_CP046847.1|NZ_CP046847.1_377	1	Aristaios__Aristaios
clust_rep_seq_Uzume_486	Uzume	Uzume	Defense	GCF_025917725.1|NZ_CP097858.1|NZ_CP097858.1_1918	GCF_025917725.1|NZ_CP097858.1|NZ_CP097858.1_1918	GCF_025917725.1|NZ_CP097858.1|NZ_CP097858.1_1918	1	Uzume__UzuA
clust_rep_seq_Aristaios_93	Aristaios	Aristaios	Defense	GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1899	GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1899	GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1899	1	Aristaios__Aristaios
clust_rep_seq_AbiAlpha_9	AbiAlpha	AbiAlpha	Defense	GCF_028743655.1|NZ_CP117988.1|NZ_CP117988.1_1349	GCF_028743655.1|NZ_CP117988.1|NZ_CP117988.1_1349	GCF_028743655.1|NZ_CP117988.1|NZ_CP117988.1_1349	1	AbiAlpha__AbiAlpha
clust_rep_seq_VP1817_492	VP1817	VP1817	Defense	GCF_028743655.1|NZ_CP117988.1|NZ_CP117988.1_1370	GCF_028743655.1|NZ_CP117988.1|NZ_CP117988.1_1370	GCF_028743655.1|NZ_CP117988.1|NZ_CP117988.1_1370	1	VP1817__VP1817
clust_rep_seq_Borvo_163	Borvo	Borvo	Defense	GCF_028885545.1|NZ_CP118531.1|NZ_CP118531.1_2015	GCF_028885545.1|NZ_CP118531.1|NZ_CP118531.1_2015	GCF_028885545.1|NZ_CP118531.1|NZ_CP118531.1_2015	1	Borvo__BovA
clust_rep_seq_PD-T7-5_371	PD-T7-5	PD-T7-5	Defense	GCF_028885585.1|NZ_CP118532.1|NZ_CP118532.1_1542	GCF_028885585.1|NZ_CP118532.1|NZ_CP118532.1_1542	GCF_028885585.1|NZ_CP118532.1|NZ_CP118532.1_1542	1	PD-T7-5__PD-T7-5
clust_rep_seq_DS-35_210	DS-35	DS-35	Defense	GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1654	GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1654	GCF_039658545.1|NZ_CP150862.1|NZ_CP150862.1_1654	1	DS-35__DS-35
clust_rep_seq_Thoeris_V_479	Thoeris	Thoeris_V	Defense	GCF_040254425.1|NZ_CP158305.1|NZ_CP158305.1_1857	GCF_040254425.1|NZ_CP158305.1|NZ_CP158305.1_1858	GCF_040254425.1|NZ_CP158305.1|NZ_CP158305.1_1857,GCF_040254425.1|NZ_CP158305.1|NZ_CP158305.1_1858	2	Thoeris__ThsB_6,Thoeris__ThsF_DUF2270
clust_rep_seq_Aristaios_94	Aristaios	Aristaios	Defense	GCF_040412085.2|NZ_CP115921.1|NZ_CP115921.1_697	GCF_040412085.2|NZ_CP115921.1|NZ_CP115921.1_697	GCF_040412085.2|NZ_CP115921.1|NZ_CP115921.1_697	1	Aristaios__Aristaios
clust_rep_seq_PD-T4-7_361	PD-T4-7	PD-T4-7	Defense	GCF_040735825.1|NZ_CP147727.1|NZ_CP147727.1_441	GCF_040735825.1|NZ_CP147727.1|NZ_CP147727.1_441	GCF_040735825.1|NZ_CP147727.1|NZ_CP147727.1_441	1	PD-T4-7__PD-T4-7
clust_rep_seq_Shedu_450	Shedu	Shedu	Defense	GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1476	GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1476	GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1476	1	Shedu__SduA
clust_rep_seq_Damona_246	Damona	Damona	Defense	GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2049	GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2049	GCF_052805275.1|NZ_CM127837.1|NZ_CM127837.1_2049	1	Damona__VCA0399
clust_rep_seq_AbiU_38	AbiU	AbiU	Defense	GCF_053154035.1|NZ_CP113099.1|NZ_CP113099.1_305	GCF_053154035.1|NZ_CP113099.1|NZ_CP113099.1_305	GCF_053154035.1|NZ_CP113099.1|NZ_CP113099.1_305	1	AbiU__AbiU
clust_rep_seq_Aristaios_95	Aristaios	Aristaios	Defense	GCF_053220495.1|NZ_CM129940.1|NZ_CM129940.1_638	GCF_053220495.1|NZ_CM129940.1|NZ_CM129940.1_638	GCF_053220495.1|NZ_CM129940.1|NZ_CM129940.1_638	1	Aristaios__Aristaios
clust_rep_seq_CBASS_I_TM_170	CBASS	CBASS_I_TM	Defense	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_923	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_924	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_923,GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_924	2	CBASS__2TM_Gros,CBASS__Cyclase_SMODS
clust_rep_seq_Lit_299	Lit	Lit	Defense	GCF_059552575.1|NZ_CM183914.1|NZ_CM183914.1_1909	GCF_059552575.1|NZ_CM183914.1|NZ_CM183914.1_1909	GCF_059552575.1|NZ_CM183914.1|NZ_CM183914.1_1909	1	Lit__Lit
clust_rep_seq_Aristaios_96	Aristaios	Aristaios	Defense	GCF_059772105.1|NZ_CM186273.1|NZ_CM186273.1_1079	GCF_059772105.1|NZ_CM186273.1|NZ_CM186273.1_1079	GCF_059772105.1|NZ_CM186273.1|NZ_CM186273.1_1079	1	Aristaios__Aristaios
clust_rep_seq_Resolvase_DUF5677_390	Resolvase_DUF5677	Resolvase_DUF5677	Defense	GCF_003312585.1|NZ_CP030788.1|NZ_CP030788.1_1741	GCF_003312585.1|NZ_CP030788.1|NZ_CP030788.1_1741	GCF_003312585.1|NZ_CP030788.1|NZ_CP030788.1_1741	1	Resolvase_DUF5677__Resolvase_DUF5677
clust_rep_seq_Rugutis_416	Rugutis	Rugutis	Defense	GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_851	GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_851	GCF_003595585.1|NZ_CP022469.1|NZ_CP022469.1_851	1	Rugutis__Rugutis
clust_rep_seq_Aristaios_97	Aristaios	Aristaios	Defense	GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3251	GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3251	GCF_003726935.1|NZ_CP033577.1|NZ_CP033577.1_3251	1	Aristaios__Aristaios
clust_rep_seq_Kiwa_295	Kiwa	Kiwa	Defense	GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1450	GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1451	GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1450,GCF_003726935.1|NZ_CP033578.1|NZ_CP033578.1_1451	2	Kiwa__KwaA,Kiwa__KwaB_2
clust_rep_seq_GAPS4_284	GAPS4	GAPS4	Defense	GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1735	GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1737	GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1735,GCF_003942025.1|NZ_CP034240.1|NZ_CP034240.1_1737	2	GAPS4__GAPS4a,GAPS4__GAPS4b
clust_rep_seq_DRT_4_194	DRT	DRT_4	Defense	GCF_003942025.1|NZ_CP034241.1|NZ_CP034241.1_612	GCF_003942025.1|NZ_CP034241.1|NZ_CP034241.1_612	GCF_003942025.1|NZ_CP034241.1|NZ_CP034241.1_612	1	DRT_4__drt4
clust_rep_seq_Aristaios_98	Aristaios	Aristaios	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_381	GCF_000006745.1|NC_002506.1|NC_002506.1_381	GCF_000006745.1|NC_002506.1|NC_002506.1_381	1	Aristaios__Aristaios
clust_rep_seq_Esos_267	Esos	Esos	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_394	GCF_000006745.1|NC_002506.1|NC_002506.1_394	GCF_000006745.1|NC_002506.1|NC_002506.1_394	1	Esos__VCA0450
clust_rep_seq_Belenos_154	Belenos	Belenos	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_401	GCF_000006745.1|NC_002506.1|NC_002506.1_401	GCF_000006745.1|NC_002506.1|NC_002506.1_401	1	Belenos__VCA0457
clust_rep_seq_Belisama_160	Belisama	Belisama	Defense	GCF_000006745.1|NC_002506.1|NC_002506.1_402	GCF_000006745.1|NC_002506.1|NC_002506.1_402	GCF_000006745.1|NC_002506.1|NC_002506.1_402	1	Belisama__VCA0458
clust_rep_seq_Pycsar_TM_381	Pycsar	Pycsar_TM	Defense	GCF_000009745.1|NC_005139.1|NC_005139.1_1632	GCF_000009745.1|NC_005139.1|NC_005139.1_1633	GCF_000009745.1|NC_005139.1|NC_005139.1_1632,GCF_000009745.1|NC_005139.1|NC_005139.1_1633	2	CBASS__2TM_5,Pycsar__AG_cyclase
clust_rep_seq_VcaM4I_525	VcaM4I	VcaM4I	Defense	GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1800	GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1800	GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1800	1	VcaM4I__VcaM4I
clust_rep_seq_Aristaios_99	Aristaios	Aristaios	Defense	GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1206	GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1206	GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1206	1	Aristaios__Aristaios
clust_rep_seq_RnlAB_402	RnlAB	RnlAB	Defense	GCF_001469735.1|NZ_CP013484.1|NZ_CP013484.1_884	GCF_001469735.1|NZ_CP013484.1|NZ_CP013484.1_885	GCF_001469735.1|NZ_CP013484.1|NZ_CP013484.1_884,GCF_001469735.1|NZ_CP013484.1|NZ_CP013484.1_885	2	RnlAB__RnlA,RnlAB__RnlB
clust_rep_seq_SEFIR_426	SEFIR	SEFIR	Defense	GCF_001558495.2|NZ_CP014046.2|NZ_CP014046.2_1958	GCF_001558495.2|NZ_CP014046.2|NZ_CP014046.2_1958	GCF_001558495.2|NZ_CP014046.2|NZ_CP014046.2_1958	1	SEFIR__bSEFIR
clust_rep_seq_PD-T4-1_353	PD-T4-1	PD-T4-1	Defense	GCF_003612715.1|NZ_CP023485.1|NZ_CP023485.1_1690	GCF_003612715.1|NZ_CP023485.1|NZ_CP023485.1_1690	GCF_003612715.1|NZ_CP023485.1|NZ_CP023485.1_1690	1	PD-T4-1__PD-T4-1
clust_rep_seq_Aristaios_100	Aristaios	Aristaios	Defense	GCF_009763225.1|NZ_CP046798.1|NZ_CP046798.1_1165	GCF_009763225.1|NZ_CP046798.1|NZ_CP046798.1_1165	GCF_009763225.1|NZ_CP046798.1|NZ_CP046798.1_1165	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_101	Aristaios	Aristaios	Defense	GCF_009763345.1|NZ_CP046796.1|NZ_CP046796.1_1365	GCF_009763345.1|NZ_CP046796.1|NZ_CP046796.1_1365	GCF_009763345.1|NZ_CP046796.1|NZ_CP046796.1_1365	1	Aristaios__Aristaios
clust_rep_seq_Septu_440	Septu	Septu	Defense	GCF_021431945.1|NZ_CP090386.1|NZ_CP090386.1_853	GCF_021431945.1|NZ_CP090386.1|NZ_CP090386.1_854	GCF_021431945.1|NZ_CP090386.1|NZ_CP090386.1_853,GCF_021431945.1|NZ_CP090386.1|NZ_CP090386.1_854	2	Septu__PtuA_2,Septu__PtuB_2
clust_rep_seq_AbiAlpha_10	AbiAlpha	AbiAlpha	Defense	GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1706	GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1706	GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1706	1	AbiAlpha__AbiAlpha
clust_rep_seq_Shedu_451	Shedu	Shedu	Defense	GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1712	GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1712	GCF_021729965.1|NZ_CP068622.1|NZ_CP068622.1_1712	1	Shedu__SduA
clust_rep_seq_gcu24_537	gcu24	gcu24	Defense	GCF_022343185.1|NZ_CP082317.1|NZ_CP082317.1_1212	GCF_022343185.1|NZ_CP082317.1|NZ_CP082317.1_1212	GCF_022343185.1|NZ_CP082317.1|NZ_CP082317.1_1212	1	gcu24__gcu24
clust_rep_seq_Aristaios_102	Aristaios	Aristaios	Defense	GCF_027924845.1|NZ_AP027053.1|NZ_AP027053.1_678	GCF_027924845.1|NZ_AP027053.1|NZ_AP027053.1_678	GCF_027924845.1|NZ_AP027053.1|NZ_AP027053.1_678	1	Aristaios__Aristaios
clust_rep_seq_Dag_232	Dag	Dag	Defense	GCF_028551315.1|NZ_CP117054.1|NZ_CP117054.1_745	GCF_028551315.1|NZ_CP117054.1|NZ_CP117054.1_745	GCF_028551315.1|NZ_CP117054.1|NZ_CP117054.1_745	1	Dag__Dag7
clust_rep_seq_Other_Type_IV_336	Other_Type_IV	Other_Type_IV	Defense	GCF_028609665.1|NZ_CP047985.1|NZ_CP047985.1_1414	GCF_028609665.1|NZ_CP047985.1|NZ_CP047985.1_1414	GCF_028609665.1|NZ_CP047985.1|NZ_CP047985.1_1414	1	RM_Type_IV__Type_IV_03
clust_rep_seq_Aristaios_103	Aristaios	Aristaios	Defense	GCF_028898645.1|NZ_CP118582.1|NZ_CP118582.1_2337	GCF_028898645.1|NZ_CP118582.1|NZ_CP118582.1_2337	GCF_028898645.1|NZ_CP118582.1|NZ_CP118582.1_2337	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_104	Aristaios	Aristaios	Defense	GCF_033441455.1|NZ_CP133900.1|NZ_CP133900.1_1877	GCF_033441455.1|NZ_CP133900.1|NZ_CP133900.1_1877	GCF_033441455.1|NZ_CP133900.1|NZ_CP133900.1_1877	1	Aristaios__Aristaios
clust_rep_seq_DS-24_203	DS-24	DS-24	Defense	GCF_033573735.1|NZ_CP119301.1|NZ_CP119301.1_1769	GCF_033573735.1|NZ_CP119301.1|NZ_CP119301.1_1769	GCF_033573735.1|NZ_CP119301.1|NZ_CP119301.1_1769	1	DS-24__DS-24
clust_rep_seq_Aristaios_105	Aristaios	Aristaios	Defense	GCF_034480135.1|NZ_CP129938.1|NZ_CP129938.1_1912	GCF_034480135.1|NZ_CP129938.1|NZ_CP129938.1_1912	GCF_034480135.1|NZ_CP129938.1|NZ_CP129938.1_1912	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_106	Aristaios	Aristaios	Defense	GCF_051352415.1|NZ_CP195598.1|NZ_CP195598.1_1164	GCF_051352415.1|NZ_CP195598.1|NZ_CP195598.1_1164	GCF_051352415.1|NZ_CP195598.1|NZ_CP195598.1_1164	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_107	Aristaios	Aristaios	Defense	GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_522	GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_522	GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_522	1	Aristaios__Aristaios
clust_rep_seq_PD-T2-1_350	PD-T2-1	PD-T2-1	Defense	GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_533	GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_534	GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_533,GCF_052076135.1|NZ_CP197268.1|NZ_CP197268.1_534	2	PD-T2-1__PD-T2-1A,PD-T2-1__PD-T2-1B
clust_rep_seq_Kamadhenu_291	Kamadhenu	Kamadhenu	Defense	GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1549	GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1549	GCF_052375575.1|NZ_CM126336.1|NZ_CM126336.1_1549	1	Kamadhenu__Kamadhenu
clust_rep_seq_Nemetona_323	Nemetona	Nemetona	Defense	GCF_052772185.1|NZ_CM127801.1|NZ_CM127801.1_1203	GCF_052772185.1|NZ_CM127801.1|NZ_CM127801.1_1203	GCF_052772185.1|NZ_CM127801.1|NZ_CM127801.1_1203	1	Nemetona__VCA0441
clust_rep_seq_DS-20_200	DS-20	DS-20	Defense	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_1007	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_1007	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_1007	1	DS-20__DS-20
clust_rep_seq_Esos_268	Esos	Esos	Defense	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_1029	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_1029	GCF_057368635.1|NZ_CM170659.1|NZ_CM170659.1_1029	1	Esos__VCA0450
clust_rep_seq_PD-T4-8_365	PD-T4-8	PD-T4-8	Defense	GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_897	GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_897	GCF_057730755.1|NZ_CM173193.1|NZ_CM173193.1_897	1	PD-T4-8__PD-T4-8
clust_rep_seq_GAPS4_285	GAPS4	GAPS4	Defense	GCF_057814595.1|NZ_CM174090.1|NZ_CM174090.1_2120	GCF_057814595.1|NZ_CM174090.1|NZ_CM174090.1_2121	GCF_057814595.1|NZ_CM174090.1|NZ_CM174090.1_2120,GCF_057814595.1|NZ_CM174090.1|NZ_CM174090.1_2121	2	GAPS4__GAPS4a,GAPS4__GAPS4b
clust_rep_seq_Other_Type_IV_337	Other_Type_IV	Other_Type_IV	Defense	GCF_000354175.2|NC_022349.1|NC_022349.1_851	GCF_000354175.2|NC_022349.1|NC_022349.1_851	GCF_000354175.2|NC_022349.1|NC_022349.1_851	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Aristaios_108	Aristaios	Aristaios	Defense	GCF_000354175.2|NC_022349.1|NC_022349.1_872	GCF_000354175.2|NC_022349.1|NC_022349.1_872	GCF_000354175.2|NC_022349.1|NC_022349.1_872	1	Aristaios__Aristaios
clust_rep_seq_gcu233_534	gcu233	gcu233	Defense	GCF_000430425.1|NC_021848.1|NC_021848.1_900	GCF_000430425.1|NC_021848.1|NC_021848.1_900	GCF_000430425.1|NC_021848.1|NC_021848.1_900	1	gcu233__gcu233
clust_rep_seq_Sirona_467	Sirona	Sirona	Defense	GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_746	GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_746	GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_746	1	Sirona__VCA0356
clust_rep_seq_VP1839_505	VP1839	VP1839	Defense	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1628	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1628	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1628	1	VP1839__VP1839
clust_rep_seq_Shedu_452	Shedu	Shedu	Defense	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1663	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1663	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1663	1	Shedu__SduA
clust_rep_seq_Aristaios_109	Aristaios	Aristaios	Defense	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1693	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1693	GCF_001188185.2|NZ_CP026041.1|NZ_CP026041.1_1693	1	Aristaios__Aristaios
clust_rep_seq_UG14_484	DRT-like_UG	UG14	Defense	GCF_000021605.1|NC_012580.1|NC_012580.1_291	GCF_000021605.1|NC_012580.1|NC_012580.1_291	GCF_000021605.1|NC_012580.1|NC_012580.1_291	1	UG14__UG14
clust_rep_seq_Aristaios_110	Aristaios	Aristaios	Defense	GCF_000024825.1|NC_013456.1|NC_013456.1_1552	GCF_000024825.1|NC_013456.1|NC_013456.1_1552	GCF_000024825.1|NC_013456.1|NC_013456.1_1552	1	Aristaios__Aristaios
clust_rep_seq_PARIS_II_merge_348	Paris	PARIS_II_merge	Defense	GCF_000091465.1|NC_011744.2|NC_011744.2_792	GCF_000091465.1|NC_011744.2|NC_011744.2_792	GCF_000091465.1|NC_011744.2|NC_011744.2_792	1	Paris_II_merge__AAA_21_DUF4435
clust_rep_seq_VP1817_493	VP1817	VP1817	Defense	GCF_000186585.1|NC_014965.1|NC_014965.1_1350	GCF_000186585.1|NC_014965.1|NC_014965.1_1350	GCF_000186585.1|NC_014965.1|NC_014965.1_1350	1	VP1817__VP1817
clust_rep_seq_Aristaios_111	Aristaios	Aristaios	Defense	GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1772	GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1772	GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1772	1	Aristaios__Aristaios
clust_rep_seq_Retron_XII_400	Retron	Retron_XII	Defense	GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258	1	Retron_XII__RT_12
clust_rep_seq_VP1817_494	VP1817	VP1817	Defense	GCF_001469735.1|NZ_CP013486.1|NZ_CP013486.1_109	GCF_001469735.1|NZ_CP013486.1|NZ_CP013486.1_109	GCF_001469735.1|NZ_CP013486.1|NZ_CP013486.1_109	1	VP1817__VP1817
clust_rep_seq_Lugos_310	Lugos	Lugos	Defense	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_494	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_494	GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_494	1	Lugos__Lugos
clust_rep_seq_DS-33_208	DS-33	DS-33	Defense	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1079	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1079	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1079	1	DS-33__DS-33
clust_rep_seq_Aristaios_112	Aristaios	Aristaios	Defense	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1096	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1096	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1096	1	Aristaios__Aristaios
clust_rep_seq_Rugutis_417	Rugutis	Rugutis	Defense	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1122	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1122	GCF_001558475.2|NZ_CP014042.2|NZ_CP014042.2_1122	1	Rugutis__Rugutis
clust_rep_seq_RAZR_384	RAZR	RAZR	Defense	GCF_001558495.2|NZ_CP014046.2|NZ_CP014046.2_1898	GCF_001558495.2|NZ_CP014046.2|NZ_CP014046.2_1898	GCF_001558495.2|NZ_CP014046.2|NZ_CP014046.2_1898	1	PD-T7-4__PD-T7-4
clust_rep_seq_Esos_269	Esos	Esos	Defense	GCF_002863725.1|NZ_CP019121.1|NZ_CP019121.1_1546	GCF_002863725.1|NZ_CP019121.1|NZ_CP019121.1_1546	GCF_002863725.1|NZ_CP019121.1|NZ_CP019121.1_1546	1	Esos__VCA0450
clust_rep_seq_PARIS_I_344	Paris	PARIS_I	Defense	GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_431	GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_432	GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_431,GCF_002874845.2|NZ_CP170009.1|NZ_CP170009.1_432	2	Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I
clust_rep_seq_Shedu_453	Shedu	Shedu	Defense	GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_122	GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_122	GCF_002887655.1|NZ_CP025796.1|NZ_CP025796.1_122	1	Shedu__SduA
