accession,replicon,integron,type,intI,attC,cassettes,start,end,span_kb
GCF_024347495.1,NZ_AP025491.1,integron_02,CALIN,no,118,117,880130,975878,95.7
GCF_024347495.1,NZ_AP025491.1,integron_03,complete,yes,101,100,986275,1069441,83.2
GCF_024347515.1,NZ_AP025493.1,integron_01,CALIN,no,4,3,1987892,1997891,10.0
GCF_024347535.1,NZ_AP025497.1,integron_01,complete,yes,11,10,1230029,1239741,9.7
GCF_024347535.1,NZ_AP025497.1,integron_02,CALIN,no,34,33,1509214,1533392,24.2
GCF_024347535.1,NZ_AP025497.1,integron_03,CALIN,no,10,9,1544583,1553219,8.6
GCF_024347535.1,NZ_AP025498.1,integron_01,CALIN,no,27,26,1186797,1207736,20.9
GCF_024347535.1,NZ_AP025498.1,integron_02,CALIN,no,37,36,1316592,1357571,41.0
GCF_024347555.1,,,none,no,0,0,0,0,0
GCF_024347575.1,NZ_AP025503.1,integron_01,complete,yes,2,1,1945085,1959145,14.1
GCF_024347575.1,NZ_AP025504.1,integron_01,CALIN,no,3,2,458331,461751,3.4
GCF_024347595.1,NZ_AP025507.1,integron_01,CALIN,no,3,2,1678596,1684668,6.1
GCF_024347615.1,NZ_AP025508.1,integron_01,CALIN,no,3,2,2195545,2200181,4.6
GCF_024347635.1,NZ_AP025510.1,integron_01,complete,yes,4,3,1931218,1940782,9.6
GCF_024347655.1,NZ_AP025514.1,integron_01,CALIN,no,37,36,1561191,1585250,24.1
GCF_024347655.1,NZ_AP025514.1,integron_02,CALIN,no,4,3,1905533,1910053,4.5
GCF_024347655.1,NZ_AP025514.1,integron_03,complete,yes,40,39,1920500,1950707,30.2
GCF_024347655.1,NZ_AP025515.1,integron_01,CALIN,no,50,49,357281,388501,31.2
GCF_024347675.1,,,none,no,0,0,0,0,0
GCF_024362845.1,NZ_CP090614.1,integron_01,complete,yes,1,0,2819174,2821394,2.2
GCF_024442155.1,NZ_CP050463.1,integron_01,CALIN,no,13,12,1485410,1496851,11.4
GCF_024442155.1,NZ_CP050463.1,integron_02,CALIN,no,8,7,1732792,1746982,14.2
GCF_024442155.1,NZ_CP050463.1,integron_03,complete,yes,43,42,1919636,1960411,40.8
GCF_024442155.1,NZ_CP050465.1,integron_01,CALIN,no,45,44,248326,291929,43.6
GCF_024442155.1,NZ_CP050465.1,integron_02,CALIN,no,6,5,1011326,1016585,5.3
GCF_024442155.1,NZ_CP050465.1,integron_03,CALIN,no,8,7,1138049,1143383,5.3
GCF_024442155.1,NZ_CP050465.1,integron_04,CALIN,no,33,32,1598416,1635533,37.1
GCF_024442155.1,NZ_CP050466.1,integron_01,CALIN,no,2,1,25101,27133,2.0
GCF_024442155.1,NZ_CP050466.1,integron_02,CALIN,no,2,1,37830,39774,1.9
GCF_024442175.1,NZ_CP050467.1,integron_01,complete,yes,49,48,2984141,3027951,43.8
GCF_024442175.1,NZ_CP050467.1,integron_02,CALIN,no,2,1,3076881,3078495,1.6
GCF_024442175.1,NZ_CP050468.1,integron_01,CALIN,no,2,1,308315,309780,1.5
GCF_024442175.1,NZ_CP050468.1,integron_02,CALIN,no,17,16,829944,845034,15.1
GCF_024442175.1,NZ_CP050468.1,integron_03,CALIN,no,28,27,1435442,1458552,23.1
GCF_024442175.1,NZ_CP050469.1,integron_01,CALIN,no,2,1,16571,18338,1.8
GCF_024442175.1,NZ_CP050469.1,integron_02,CALIN,no,2,1,46150,55678,9.5
GCF_024442195.1,NZ_CP050470.1,integron_01,complete,yes,48,47,754196,798458,44.3
GCF_024442195.1,NZ_CP050470.1,integron_02,CALIN,no,14,13,973135,989069,15.9
GCF_024442195.1,NZ_CP050470.1,integron_03,CALIN,no,16,15,1235358,1248957,13.6
GCF_024442195.1,NZ_CP050471.1,integron_01,CALIN,no,26,25,313358,340374,27.0
GCF_024442195.1,NZ_CP050471.1,integron_02,CALIN,no,6,5,798112,802650,4.5
GCF_024442195.1,NZ_CP050471.1,integron_03,CALIN,no,5,4,924693,928363,3.7
GCF_024442195.1,NZ_CP050471.1,integron_04,CALIN,no,32,31,1648763,1682109,33.3
GCF_024442195.1,NZ_CP050474.1,integron_01,CALIN,no,2,1,4803,6747,1.9
GCF_024442195.1,NZ_CP050474.1,integron_02,CALIN,no,2,1,68378,70410,2.0
GCF_024442195.1,NZ_CP050474.1,integron_03,CALIN,no,2,1,81106,83050,1.9
GCF_024442215.1,NZ_CP050475.1,integron_01,CALIN,no,8,7,2824021,2833224,9.2
GCF_024442215.1,NZ_CP050475.1,integron_02,CALIN,no,10,9,2870224,2879704,9.5
GCF_024442215.1,NZ_CP050475.1,integron_03,CALIN,no,2,1,2956878,2959515,2.6
GCF_024442215.1,NZ_CP050475.1,integron_04,complete,yes,13,12,3028881,3044289,15.4
GCF_024442215.1,NZ_CP050476.1,integron_01,CALIN,no,10,9,573697,589153,15.5
GCF_024442215.1,NZ_CP050476.1,integron_02,CALIN,no,4,3,609921,612542,2.6
GCF_024442215.1,NZ_CP050476.1,integron_03,CALIN,no,3,2,864379,867504,3.1
GCF_024442215.1,NZ_CP050476.1,integron_04,CALIN,no,12,11,1888256,1905328,17.1
GCF_024442235.1,NZ_CP050478.1,integron_01,CALIN,no,11,10,1521434,1534317,12.9
GCF_024442235.1,NZ_CP050478.1,integron_02,CALIN,no,2,1,1755257,1756967,1.7
GCF_024442235.1,NZ_CP050478.1,integron_03,CALIN,no,3,2,1772594,1774313,1.7
GCF_024442235.1,NZ_CP050478.1,integron_04,CALIN,no,15,14,1899123,1914024,14.9
GCF_024442235.1,NZ_CP050478.1,integron_05,CALIN,no,7,6,2357763,2362403,4.6
GCF_024442235.1,NZ_CP050479.1,integron_01,CALIN,no,2,1,116078,118944,2.9
GCF_024442235.1,NZ_CP050479.1,integron_02,CALIN,no,7,6,143588,151996,8.4
GCF_024442235.1,NZ_CP050479.1,integron_03,CALIN,no,4,3,644785,649724,4.9
GCF_024442235.1,NZ_CP050479.1,integron_04,CALIN,no,2,1,869875,873155,3.3
GCF_024442235.1,NZ_CP050479.1,integron_05,CALIN,no,4,3,1385911,1389124,3.2
GCF_024442235.1,NZ_CP050479.1,integron_06,CALIN,no,7,6,1666928,1676671,9.7
GCF_024442235.1,NZ_CP050482.1,integron_01,CALIN,no,2,1,2731,5356,2.6
GCF_024442235.1,NZ_CP050482.1,integron_02,CALIN,no,6,5,29040,35193,6.2
GCF_024442235.1,NZ_CP050482.1,integron_03,CALIN,no,2,1,62929,65656,2.7
GCF_024449095.1,NZ_CP024627.1,integron_01,CALIN,no,182,181,1302139,1435397,133.3
GCF_024449095.1,NZ_CP024627.1,integron_02,In0,yes,0,0,1897447,1898409,1.0
GCF_024494545.1,NZ_CP101694.1,integron_01,complete,yes,4,3,1718614,1727089,8.5
GCF_024508015.1,NZ_CP101905.1,integron_01,complete,yes,5,4,1935399,1941261,5.9
GCF_024529955.1,NZ_AP024855.1,integron_01,CALIN,no,3,2,38440,41151,2.7
GCF_024582835.1,NZ_CP102097.1,integron_01,complete,yes,96,95,1009525,1088282,78.8
GCF_024582835.1,NZ_CP102097.1,integron_02,CALIN,no,8,7,1079284,1084924,5.6
GCF_024734685.1,NZ_CP102927.1,integron_01,complete,yes,1,0,2386426,2391898,5.5
GCF_024734685.1,NZ_CP102928.1,integron_01,complete,yes,131,130,718932,819981,101.0
GCF_024971935.1,NZ_CP080098.1,integron_01,complete,yes,103,102,2868257,2962652,94.4
GCF_025258925.1,NZ_CP104355.1,integron_01,complete,yes,136,135,559057,664638,105.6
GCF_025258945.1,NZ_CP104357.1,integron_01,complete,yes,136,135,559057,664638,105.6
GCF_025264605.1,NZ_CP063683.1,integron_01,CALIN,no,3,2,909321,912409,3.1
GCF_025397955.1,NZ_CP104555.1,integron_01,CALIN,no,17,16,660108,682192,22.1
GCF_025397955.1,NZ_CP104555.1,integron_02,CALIN,no,30,29,786395,823631,37.2
GCF_025397955.1,NZ_CP104555.1,integron_03,complete,yes,40,39,837523,898612,61.1
GCF_025398175.1,NZ_CP099735.1,integron_01,In0,yes,0,0,593638,594600,1.0
GCF_025757485.1,,,none,no,0,0,0,0,0
GCF_025917705.1,NZ_CP097355.1,integron_01,CALIN,no,7,6,1852460,1857861,5.4
GCF_025917705.1,NZ_CP097355.1,integron_02,complete,yes,138,137,1891430,2003866,112.4
GCF_025917725.1,NZ_CP097858.1,integron_01,complete,yes,89,88,2128299,2207372,79.1
GCF_025917745.1,NZ_CP097873.1,integron_01,complete,yes,124,123,1339774,1448387,108.6
GCF_025920025.1,NZ_CP062150.1,integron_01,complete,yes,70,69,813586,882610,69.0
GCF_025920025.1,NZ_CP062150.1,integron_02,CALIN,no,2,1,1345527,1347936,2.4
GCF_025920045.1,NZ_CP062153.1,integron_01,complete,yes,42,41,812516,858182,45.7
GCF_025920045.1,NZ_CP062153.1,integron_02,CALIN,no,2,1,1305056,1307465,2.4
GCF_025994915.1,NZ_AP026552.1,integron_01,complete,yes,111,110,1460130,1541709,81.6
GCF_026000435.1,NZ_AP026763.1,integron_01,complete,yes,37,36,1330678,1370679,40.0
GCF_026000435.1,NZ_AP026763.1,integron_02,CALIN,no,21,20,1537735,1566854,29.1
GCF_026000495.1,NZ_AP026765.1,integron_01,CALIN,no,8,7,725619,734151,8.5
GCF_026000495.1,NZ_AP026765.1,integron_02,complete,yes,20,19,1383409,1400220,16.8
GCF_026000495.1,NZ_AP026765.1,integron_03,CALIN,no,99,98,1559052,1640187,81.1
GCF_026001825.1,,,none,no,0,0,0,0,0
GCF_026001925.1,NZ_AP021869.1,integron_01,complete,yes,11,10,1876270,1892476,16.2
GCF_026001925.1,NZ_AP021871.1,integron_01,complete,yes,5,4,25032,29748,4.7
GCF_026001925.1,NZ_AP021871.1,integron_02,complete,yes,3,2,47478,51369,3.9
GCF_026013235.1,NZ_CP110189.1,integron_01,complete,yes,76,75,44,1062811,1062.8
GCF_026639315.1,NZ_CP110670.1,integron_01,complete,yes,2,1,780526,784260,3.7
GCF_026639315.1,NZ_CP110670.1,integron_02,complete,yes,1,0,1412930,1416926,4.0
GCF_026650865.1,NZ_CP085857.1,integron_01,complete,yes,180,179,1902315,2043068,140.8
GCF_026651645.1,NZ_CP033457.1,integron_01,CALIN,no,39,38,559607,593508,33.9
GCF_026651645.1,NZ_CP033457.1,integron_02,complete,yes,45,44,606017,639906,33.9
GCF_026970915.1,NZ_CP114194.1,integron_01,CALIN,no,14,13,1943274,1958956,15.7
GCF_026970915.1,NZ_CP114194.1,integron_02,CALIN,no,65,64,1968267,2021824,53.6
GCF_026970915.1,NZ_CP114194.1,integron_03,complete,yes,108,107,2031180,2119315,88.1
GCF_027286325.1,NZ_CP114588.1,integron_01,complete,yes,3,2,1051402,1059898,8.5
GCF_027286325.1,NZ_CP114588.1,integron_02,CALIN,no,3,2,1664248,1668720,4.5
GCF_027286345.1,NZ_CP114590.1,integron_01,complete,yes,4,3,1082317,1090631,8.3
GCF_027286345.1,NZ_CP114591.1,integron_01,CALIN,no,4,3,173407,180791,7.4
GCF_027286365.1,NZ_CP114584.1,integron_01,complete,yes,6,5,1170812,1177468,6.7
GCF_027286365.1,NZ_CP114584.1,integron_02,CALIN,no,2,1,1789999,1793943,3.9
GCF_027286385.1,NZ_CP114586.1,integron_01,complete,yes,4,3,1039835,1048062,8.2
GCF_027286385.1,NZ_CP114586.1,integron_02,CALIN,no,4,3,1602196,1606317,4.1
GCF_027924725.1,NZ_AP027045.1,integron_01,complete,yes,1,0,267668,271685,4.0
GCF_027924725.1,NZ_AP027045.1,integron_02,CALIN,no,10,9,2063356,2078439,15.1
GCF_027924785.1,NZ_AP027049.1,integron_01,complete,yes,8,7,250216,259540,9.3
GCF_027924785.1,NZ_AP027049.1,integron_02,CALIN,no,8,7,2030928,2039638,8.7
GCF_027924785.1,NZ_AP027050.1,integron_01,CALIN,no,2,1,756524,758377,1.9
GCF_027924845.1,NZ_AP027052.1,integron_01,complete,yes,8,7,250236,259562,9.3
GCF_027924845.1,NZ_AP027052.1,integron_02,CALIN,no,8,7,2063299,2072008,8.7
GCF_027924845.1,NZ_AP027053.1,integron_01,CALIN,no,2,1,756557,758410,1.9
GCF_028201475.1,,,none,no,0,0,0,0,0
GCF_028228685.1,NZ_CP102434.1,integron_01,complete,yes,64,63,1327052,1373959,46.9
GCF_028472865.1,NZ_CP080478.1,integron_01,complete,yes,137,136,1301474,1409111,107.6
GCF_028472865.1,NZ_CP080480.1,integron_01,CALIN,no,5,4,118274,122378,4.1
GCF_028551255.1,NZ_CP117029.1,integron_01,CALIN,no,10,9,1636173,1643760,7.6
GCF_028551255.1,NZ_CP117030.1,integron_01,CALIN,no,2,1,802689,806043,3.4
GCF_028551255.1,NZ_CP117031.1,integron_01,CALIN,no,9,8,187849,198810,11.0
GCF_028551295.1,NZ_CP117039.1,integron_01,complete,yes,152,151,1319803,1443912,124.1
GCF_028551315.1,NZ_CP117054.1,integron_01,complete,yes,107,106,744386,835952,91.6
GCF_028609665.1,NZ_CP047985.1,integron_01,CALIN,no,54,53,1568716,1618427,49.7
GCF_028609665.1,NZ_CP047985.1,integron_02,complete,yes,30,29,1632497,1659453,27.0
GCF_028609685.1,NZ_CP047990.1,integron_01,CALIN,no,36,35,1884933,1917100,32.2
GCF_028609685.1,NZ_CP047990.1,integron_02,complete,yes,46,45,1931977,1972124,40.1
GCF_028609685.1,NZ_CP047990.1,integron_03,CALIN,no,2,1,2482837,2485422,2.6
GCF_028609705.1,NZ_CP047995.1,integron_01,CALIN,no,36,35,1885594,1917761,32.2
GCF_028609705.1,NZ_CP047995.1,integron_02,complete,yes,46,45,1931575,1971722,40.1
GCF_028609705.1,NZ_CP047995.1,integron_03,CALIN,no,2,1,2482434,2485019,2.6
GCF_028621875.1,NZ_CP117517.1,integron_01,CALIN,no,4,3,1748226,1753286,5.1
GCF_028621875.1,NZ_CP117518.1,integron_01,CALIN,no,4,3,913690,916709,3.0
GCF_028743655.1,NZ_CP117988.1,integron_01,complete,yes,47,46,1523973,1566365,42.4
GCF_028743655.1,NZ_CP117989.1,integron_01,CALIN,no,2,1,1355591,1358165,2.6
GCF_028743695.1,NZ_CP117994.1,integron_01,complete,yes,73,72,1884060,1939904,55.8
GCF_028885545.1,NZ_CP118530.1,integron_01,CALIN,no,3,2,1016863,1019625,2.8
GCF_028885545.1,NZ_CP118530.1,integron_02,complete,yes,64,63,1346552,1408094,61.5
GCF_028885545.1,NZ_CP118531.1,integron_01,CALIN,no,18,17,2247723,2269662,21.9
GCF_028885585.1,NZ_CP118532.1,integron_01,CALIN,no,3,2,1361426,1364188,2.8
GCF_028885585.1,NZ_CP118532.1,integron_02,complete,yes,64,63,1691096,1751575,60.5
GCF_028885585.1,NZ_CP118533.1,integron_01,CALIN,no,18,17,2248008,2269947,21.9
GCF_028885605.1,NZ_CP118528.1,integron_01,complete,yes,33,32,2815626,2845901,30.3
GCF_028898625.1,NZ_CP118576.1,integron_01,complete,yes,56,55,1530652,1580952,50.3
GCF_028898625.1,NZ_CP118577.1,integron_01,CALIN,no,25,24,762199,790655,28.5
GCF_028898645.1,NZ_CP118582.1,integron_01,complete,yes,64,63,2591510,2672578,81.1
GCF_028898645.1,NZ_CP118583.1,integron_01,CALIN,no,3,2,809393,814455,5.1
GCF_028898665.1,NZ_CP118578.1,integron_01,complete,yes,8,7,1886065,1897367,11.3
GCF_028898665.1,NZ_CP118579.1,integron_01,CALIN,no,3,2,395800,404848,9.0
GCF_028898685.1,NZ_CP118580.1,integron_01,complete,yes,79,78,2673242,2739845,66.6
GCF_028898685.1,NZ_CP118581.1,integron_01,CALIN,no,10,9,554496,565310,10.8
GCF_028898705.1,NZ_CP118596.1,integron_01,complete,yes,97,96,1600447,1691704,91.3
GCF_028898725.1,NZ_CP118586.1,integron_01,complete,yes,80,79,2507222,2573825,66.6
GCF_028898725.1,NZ_CP118587.1,integron_01,CALIN,no,10,9,11287,22101,10.8
GCF_028898745.1,NZ_CP118590.1,integron_01,complete,yes,79,78,2522581,2589184,66.6
GCF_028898825.1,NZ_CP118584.1,integron_01,complete,yes,83,82,1556911,1632942,76.0
GCF_028898925.1,NZ_CP118599.1,integron_01,CALIN,no,3,2,2082451,2085153,2.7
GCF_028898925.1,NZ_CP118599.1,integron_02,CALIN,no,3,2,2762548,2765907,3.4
GCF_028898925.1,NZ_CP118599.1,integron_03,complete,yes,1,0,3213937,3216986,3.0
GCF_028898925.1,NZ_CP118600.1,integron_01,CALIN,no,3,2,591945,595083,3.1
GCF_029016285.1,,,none,no,0,0,0,0,0
GCF_029016485.1,,,none,no,0,0,0,0,0
GCF_029023705.1,NZ_CP118930.1,integron_01,complete,yes,115,114,1302814,1384001,81.2
GCF_029023705.1,NZ_CP118930.1,integron_02,CALIN,no,58,57,1473288,1538216,64.9
GCF_029023705.1,NZ_CP118930.1,integron_03,CALIN,no,3,2,2010973,2012909,1.9
GCF_029023705.1,NZ_CP118930.1,integron_04,CALIN,no,2,1,2141336,2142405,1.1
GCF_029203225.1,NZ_CP119334.1,integron_01,complete,yes,61,60,1901445,1947182,45.7
GCF_029223585.1,NZ_CP119423.1,integron_01,CALIN,no,6,5,1805243,1812478,7.2
GCF_029223585.1,NZ_CP119423.1,integron_02,CALIN,no,2,1,1925095,1927183,2.1
GCF_029224045.1,NZ_CP119522.1,integron_01,complete,yes,75,74,103413,153760,50.3
GCF_029541605.1,NZ_CP120719.1,integron_01,In0,yes,0,0,2064128,2065093,1.0
GCF_029541605.1,NZ_CP120719.1,integron_02,CALIN,no,2,1,2408596,2410856,2.3
GCF_029541605.1,NZ_CP120719.1,integron_03,CALIN,no,39,38,2640660,2672011,31.4
GCF_029541605.1,NZ_CP120721.1,integron_01,CALIN,no,3,2,286400,288858,2.5
GCF_029635775.1,NZ_CP113242.1,integron_01,complete,yes,101,100,188538,263116,74.6
GCF_029910115.1,NZ_CP094659.1,integron_01,CALIN,no,3,2,3258044,3263783,5.7
GCF_029958905.1,NZ_CP124613.1,integron_01,complete,yes,95,94,894306,961154,66.8
GCF_029962385.1,NZ_CP071708.1,integron_01,complete,yes,1,0,2796491,2799196,2.7
GCF_029990625.1,NZ_CP118438.1,integron_01,complete,yes,175,174,255138,392377,137.2
GCF_029990625.1,NZ_CP118439.1,integron_01,CALIN,no,2,1,1060128,1064176,4.0
GCF_030059845.1,NZ_CP125856.1,integron_01,complete,yes,90,89,990142,1077704,87.6
GCF_030059845.1,NZ_CP125857.1,integron_01,CALIN,no,2,1,824185,825887,1.7
GCF_030060435.1,NZ_CP125875.1,integron_01,complete,yes,110,109,958565,1059820,101.3
GCF_030062095.1,NZ_CP115189.1,integron_01,CALIN,no,2,1,468570,470396,1.8
GCF_030062095.1,NZ_CP115190.1,integron_01,CALIN,no,5,4,98817,102921,4.1
GCF_030062725.1,NZ_CP077061.1,integron_01,complete,yes,128,127,1,1044173,1044.2
GCF_030064615.2,NZ_CP114183.2,integron_01,complete,yes,152,151,1317178,1441287,124.1
GCF_030064635.1,NZ_CP114186.1,integron_01,CALIN,no,134,133,1423889,1534649,110.8
GCF_030144385.1,NZ_CP126305.1,integron_01,CALIN,no,3,2,2839534,2842893,3.4
GCF_030144385.1,NZ_CP126305.1,integron_02,complete,yes,1,0,3305145,3308194,3.0
GCF_030144385.1,NZ_CP126306.1,integron_01,CALIN,no,2,1,162192,164336,2.1
GCF_030168795.1,,,none,no,0,0,0,0,0
GCF_030168835.1,,,none,no,0,0,0,0,0
GCF_030168855.1,,,none,no,0,0,0,0,0
GCF_030169005.1,,,none,no,0,0,0,0,0
GCF_030169025.1,NZ_CP077686.1,integron_01,CALIN,no,2,1,1313394,1315769,2.4
GCF_030169025.1,NZ_CP077688.1,integron_01,CALIN,no,2,1,59250,61798,2.5
GCF_030169045.1,,,none,no,0,0,0,0,0
GCF_030220165.1,NZ_CP126698.1,integron_01,CALIN,no,139,138,1636912,1731590,94.7
GCF_030220165.1,NZ_CP126698.1,integron_02,complete,yes,72,71,1740744,1788749,48.0
GCF_030238725.2,NZ_CP160382.1,integron_01,complete,yes,111,110,1960560,2047366,86.8
GCF_030238765.2,NZ_CM129898.1,integron_01,complete,yes,168,167,1367970,1511982,144.0
GCF_030238765.2,NZ_CM129898.1,integron_02,complete,yes,4,3,3412891,3418417,5.5
GCF_030291875.1,NZ_CP127846.1,integron_01,complete,yes,27,26,1332849,1385577,52.7
GCF_030297155.1,,,none,no,0,0,0,0,0
GCF_030297535.1,NZ_AP028128.1,integron_01,CALIN,no,4,3,470360,473321,3.0
GCF_030297535.1,NZ_AP028128.1,integron_02,complete,yes,1,0,2161480,2163271,1.8
GCF_030297535.1,NZ_AP028130.1,integron_01,complete,yes,3,2,104922,110524,5.6
GCF_030297535.1,NZ_AP028130.1,integron_02,CALIN,no,2,1,112447,114693,2.2
GCF_030297535.1,NZ_AP028130.1,integron_03,CALIN,no,2,1,128324,131188,2.9
GCF_030297535.1,NZ_AP028130.1,integron_04,complete,yes,1,0,311234,313141,1.9
GCF_030316215.1,NZ_CP128204.1,integron_01,CALIN,no,4,3,1322361,1327098,4.7
GCF_030316215.1,NZ_CP128204.1,integron_02,CALIN,no,3,2,2222229,2232533,10.3
GCF_030316215.1,NZ_CP128205.1,integron_01,complete,yes,18,17,170443,183981,13.5
GCF_030316215.1,NZ_CP128205.1,integron_02,CALIN,no,4,3,1442916,1446597,3.7
GCF_030316235.1,NZ_CP128200.1,integron_01,complete,yes,1,0,2754651,2756435,1.8
GCF_030316235.1,NZ_CP128201.1,integron_01,complete,yes,33,32,658994,681314,22.3
GCF_030388405.1,NZ_CP116414.1,integron_01,complete,yes,81,80,1051389,1121300,69.9
GCF_030552955.1,NZ_CP130651.1,integron_01,complete,yes,64,63,1905782,1952689,46.9
GCF_030563405.1,NZ_CP130749.1,integron_01,complete,yes,3,2,82577,86430,3.9
GCF_030563405.1,NZ_CP130749.1,integron_02,CALIN,no,2,1,1331362,1333603,2.2
GCF_030580635.1,NZ_CP129422.1,integron_01,complete,yes,213,212,337647,491743,154.1
GCF_030704285.1,NZ_CP131931.1,integron_01,CALIN,no,40,39,1613031,1645398,32.4
GCF_030704285.1,NZ_CP131931.1,integron_02,CALIN,no,45,44,1681423,1715009,33.6
GCF_030704285.1,NZ_CP131931.1,integron_03,complete,yes,80,79,1768429,1826522,58.1
GCF_030718725.1,NZ_CP132180.1,integron_01,complete,yes,1,0,658390,663862,5.5
GCF_030718725.1,NZ_CP132181.1,integron_01,complete,yes,131,130,309028,408773,99.7
GCF_030718745.1,NZ_CP132187.1,integron_01,complete,yes,1,0,658426,663898,5.5
GCF_030718745.1,NZ_CP132188.1,integron_01,complete,yes,131,130,757816,857561,99.7
GCF_030718765.1,NZ_CP132183.1,integron_01,complete,yes,131,130,651336,751081,99.7
GCF_030718765.1,NZ_CP132182.1,integron_01,complete,yes,1,0,2442398,2447870,5.5
GCF_030718785.1,NZ_CP132189.1,integron_01,complete,yes,178,177,321978,472656,150.7
GCF_030991365.1,NZ_CP099950.1,integron_01,CALIN,no,2,1,1450349,1451418,1.1
GCF_030991365.1,NZ_CP099950.1,integron_02,complete,yes,60,59,1966649,2024208,57.6
GCF_030991365.1,NZ_CP099950.1,integron_03,CALIN,no,4,3,2829218,2831530,2.3
GCF_030991385.1,NZ_CP099951.1,integron_01,CALIN,no,2,1,1472231,1473300,1.1
GCF_030991385.1,NZ_CP099951.1,integron_02,complete,yes,6,5,1958254,1963504,5.2
GCF_030994065.1,NZ_CP099916.1,integron_01,CALIN,no,2,1,391507,393190,1.7
GCF_030994065.1,NZ_CP099916.1,integron_02,complete,yes,3,2,1397274,1400690,3.4
GCF_030994145.1,NZ_CP099919.1,integron_01,complete,yes,206,205,1309375,1472282,162.9
GCF_030994165.1,NZ_CP099921.1,integron_01,complete,yes,125,124,1340263,1443241,103.0
GCF_030994165.1,NZ_CP099921.1,integron_02,CALIN,no,4,3,1943059,1946835,3.8
GCF_030994165.1,NZ_CP099921.1,integron_03,CALIN,no,4,3,1960791,1964567,3.8
GCF_030994185.1,NZ_CP099924.1,integron_01,complete,yes,205,204,1311128,1474037,162.9
GCF_030994225.1,NZ_CP099928.1,integron_01,complete,yes,54,53,1316893,1359794,42.9
GCF_030994565.1,NZ_CP099934.1,integron_01,CALIN,no,150,149,1349502,1464925,115.4
GCF_030995125.1,NZ_CP099956.1,integron_01,complete,yes,61,60,1925975,1996862,70.9
GCF_030995125.1,NZ_CP099958.1,integron_01,CALIN,no,37,36,3,217495,217.5
GCF_030995125.1,NZ_CP099958.1,integron_02,CALIN,no,16,15,46820,59171,12.4
GCF_030995125.1,NZ_CP099958.1,integron_03,CALIN,no,29,28,168513,192536,24.0
GCF_030998145.1,NZ_CP099955.1,integron_01,complete,yes,91,90,1355284,1422053,66.8
GCF_030998145.1,NZ_CP099955.1,integron_02,CALIN,no,11,10,1453733,1463525,9.8
GCF_031883075.1,NZ_CP134783.1,integron_01,complete,yes,118,117,1687359,1767612,80.3
GCF_031884875.1,NZ_CP134781.1,integron_01,CALIN,no,4,3,683278,686399,3.1
GCF_032027525.2,NZ_CP184804.1,integron_01,CALIN,no,33,32,145394,175515,30.1
GCF_032027525.2,NZ_CP184804.1,integron_02,CALIN,no,21,20,176703,195314,18.6
GCF_032027525.2,NZ_CP184804.1,integron_03,complete,yes,133,132,195723,288328,92.6
GCF_032463505.1,NZ_CP135968.1,integron_01,complete,yes,107,106,1912054,1996399,84.3
GCF_032463505.1,NZ_CP135969.1,integron_01,CALIN,no,2,1,1469760,1471389,1.6
GCF_032463505.1,NZ_CP135970.1,integron_01,CALIN,no,16,15,95589,109812,14.2
GCF_032841475.3,NZ_CP184806.1,integron_01,complete,yes,131,130,420153,513353,93.2
GCF_032841535.3,NZ_CP184807.1,integron_01,complete,yes,82,81,121811,183227,61.4
GCF_032841535.3,NZ_CP184808.1,integron_01,CALIN,no,3,2,1338956,1342963,4.0
GCF_033100075.1,NZ_CP136903.1,integron_01,CALIN,no,26,25,1912170,1931092,18.9
GCF_033100075.1,NZ_CP136903.1,integron_02,complete,yes,29,28,2026103,2054194,28.1
GCF_033441435.1,NZ_CP133891.1,integron_01,complete,yes,95,94,1373671,1456345,82.7
GCF_033441455.1,NZ_CP133900.1,integron_01,CALIN,no,40,39,1964672,1999976,35.3
GCF_033441455.1,NZ_CP133900.1,integron_02,complete,yes,106,105,2009700,2093554,83.9
GCF_033441455.1,NZ_CP133902.1,integron_01,CALIN,no,47,46,10203,56734,46.5
GCF_033573735.1,NZ_CP119301.1,integron_01,CALIN,no,54,53,1901202,1948787,47.6
GCF_033573735.1,NZ_CP119301.1,integron_02,complete,yes,30,29,1963920,1990876,27.0
GCF_033803245.2,NZ_CP184809.1,integron_01,complete,yes,82,81,1483,59700,58.2
GCF_033803245.2,NZ_CP184809.1,integron_02,CALIN,no,96,95,73466,143927,70.5
GCF_033947405.2,NZ_CP098022.1,integron_01,complete,yes,2,1,60193,62640,2.4
GCF_033947405.2,NZ_CP098022.1,integron_02,CALIN,no,2,1,1220264,1222772,2.5
GCF_034008165.1,NZ_CP134058.1,integron_01,complete,yes,1,0,1153815,1159287,5.5
GCF_034008165.1,NZ_CP134057.1,integron_01,complete,yes,131,130,28259,128527,100.3
GCF_034008165.1,NZ_CP134059.1,integron_01,complete,yes,1,0,53714,56121,2.4
GCF_034008175.1,NZ_CP134060.1,integron_01,complete,yes,1,0,2386417,2391889,5.5
GCF_034008175.1,NZ_CP134061.1,integron_01,complete,yes,132,131,648606,749654,101.0
GCF_034428235.1,NZ_CP140102.1,integron_01,complete,yes,73,72,1210351,1277858,67.5
GCF_034428235.1,NZ_CP140107.1,integron_01,CALIN,no,3,2,2503,5105,2.6
GCF_034480095.1,NZ_CP129936.1,integron_01,complete,yes,206,205,1958378,2121323,162.9
