genome_a,genome_b,species_a,species_b,mash_dist,n_shared,mtf_distance,random_mean
GCF_039658515.1,GCF_040254425.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01616,43,42,41.18
GCF_039658515.1,GCF_040969975.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.09768,19,16,17.29
GCF_039658515.1,GCF_043995865.1,Vibrio parahaemolyticus,Vibrio sp. D3,0.09900,13,9,11.43
GCF_039658515.1,GCF_045287955.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01848,11,8,9.41
GCF_039658515.1,GCF_045586155.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.09710,12,9,10.26
GCF_039658515.1,GCF_046118645.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01924,13,12,11.43
GCF_039658515.1,GCF_046118655.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01905,13,12,11.43
GCF_039658515.1,GCF_046850195.1,Vibrio parahaemolyticus,Vibrio aestuarianus subsp. francensis,0.21767,11,9,9.41
GCF_039658515.1,GCF_048284885.2,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01775,13,10,11.43
GCF_039658515.1,GCF_048914355.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01964,11,9,9.41
GCF_039658515.1,GCF_050920685.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.02048,12,10,10.26
GCF_039658515.1,GCF_050920865.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.02041,11,9,9.41
GCF_039658515.1,GCF_051131115.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01917,10,9,8.35
GCF_039658515.1,GCF_051132235.1,Vibrio parahaemolyticus,Vibrio sp. SCSIO 43086,0.09622,22,20,20.38
GCF_039658515.1,GCF_051352415.1,Vibrio parahaemolyticus,Vibrio cidicii,0.19388,11,8,9.41
GCF_039658515.1,GCF_051903045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01909,11,9,9.41
GCF_039658515.1,GCF_052076115.1,Vibrio parahaemolyticus,Vibrio harveyi,0.14328,11,7,9.41
GCF_039658515.1,GCF_052806215.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01861,11,7,9.41
GCF_039658515.1,GCF_052953315.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01904,11,9,9.41
GCF_039658515.1,GCF_053202865.1,Vibrio parahaemolyticus,Vibrio cholerae,0.20859,10,9,8.35
GCF_039658515.1,GCF_053220475.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23254,14,13,12.43
GCF_039658515.1,GCF_053220635.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23131,10,9,8.35
GCF_039658515.1,GCF_053220655.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23381,12,10,10.26
GCF_039658515.1,GCF_053220675.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23131,11,10,9.41
GCF_039658515.1,GCF_053294815.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01965,17,15,15.42
GCF_039658515.1,GCF_054111865.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.09867,19,16,17.29
GCF_039658515.1,GCF_054512795.1,Vibrio parahaemolyticus,Vibrio harveyi,0.14592,12,11,10.26
GCF_039658515.1,GCF_054875955.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01598,11,10,9.41
GCF_039658515.1,GCF_055233655.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01851,11,8,9.41
GCF_039658515.1,GCF_055393305.1,Vibrio parahaemolyticus,Vibrio sp. JCM 18905,0.09615,12,11,10.26
GCF_039658515.1,GCF_056135565.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01858,24,23,22.24
GCF_039658515.1,GCF_056892265.1,Vibrio parahaemolyticus,Vibrio alginolyticus,0.10717,13,10,11.43
GCF_039658515.1,GCF_056934275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01823,11,10,9.41
GCF_039658515.1,GCF_057396045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01856,12,11,10.26
GCF_039658515.1,GCF_057625995.1,Vibrio parahaemolyticus,Vibrio harveyi,0.14219,13,12,11.43
GCF_039658515.1,GCF_058119545.1,Vibrio parahaemolyticus,Vibrio alginolyticus,0.10840,11,10,9.41
GCF_039658515.1,GCF_058267735.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01680,22,16,20.38
GCF_039658515.1,GCF_058315275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01896,10,9,8.35
GCF_039658515.1,GCF_059692275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01868,10,9,8.35
GCF_039658515.1,GCF_059910985.1,Vibrio parahaemolyticus,Vibrio sinaloensis,0.19069,10,9,8.35
GCF_039658515.1,GCF_059941605.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01874,10,6,8.35
GCF_039658515.1,GCF_059941805.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01802,12,11,10.26
GCF_039658515.1,GCF_060301545.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01899,15,14,13.29
GCF_039658515.1,GCF_948151475.1,Vibrio parahaemolyticus,Vibrio campbellii,0.14078,13,8,11.43
GCF_039658525.1,GCF_040126105.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.00219,118,0,116.20
GCF_039658525.1,GCF_040254425.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01805,22,20,20.38
GCF_039658525.1,GCF_040969975.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.10092,19,16,17.29
GCF_039658525.1,GCF_045287955.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01656,11,7,9.41
GCF_039658525.1,GCF_045586155.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.09847,10,6,8.35
GCF_039658525.1,GCF_046118645.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01663,13,10,11.43
GCF_039658525.1,GCF_046118655.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01587,14,11,12.43
GCF_039658525.1,GCF_046271965.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01707,10,9,8.35
GCF_039658525.1,GCF_048284885.2,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01745,11,9,9.41
GCF_039658525.1,GCF_048914355.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01815,13,10,11.43
GCF_039658525.1,GCF_049816165.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01752,17,16,15.42
GCF_039658525.1,GCF_050888945.2,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01781,10,7,8.35
GCF_039658525.1,GCF_050920685.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01898,18,17,16.26
GCF_039658525.1,GCF_050920865.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01887,14,11,12.43
GCF_039658525.1,GCF_051131125.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01829,10,7,8.35
GCF_039658525.1,GCF_051132235.1,Vibrio parahaemolyticus,Vibrio sp. SCSIO 43086,0.09920,15,13,13.29
GCF_039658525.1,GCF_051903045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01764,12,9,10.26
GCF_039658525.1,GCF_052076125.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01675,10,9,8.35
GCF_039658525.1,GCF_052772185.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01780,21,19,19.45
GCF_039658525.1,GCF_052806215.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01709,12,9,10.26
GCF_039658525.1,GCF_052953315.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01760,13,10,11.43
GCF_039658525.1,GCF_053294815.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.00231,123,0,121.25
GCF_039658525.1,GCF_053890595.1,Vibrio parahaemolyticus,Vibrio proteolyticus,0.19910,11,7,9.41
GCF_039658525.1,GCF_054111865.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.10085,21,18,19.45
GCF_039658525.1,GCF_054568155.3,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01913,11,10,9.41
GCF_039658525.1,GCF_054850435.1,Vibrio parahaemolyticus,Vibrio sp. RC2502,0.02814,11,8,9.41
GCF_039658525.1,GCF_055233655.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01661,11,7,9.41
GCF_039658525.1,GCF_055393305.1,Vibrio parahaemolyticus,Vibrio sp. JCM 18905,0.09933,14,12,12.43
GCF_039658525.1,GCF_055394615.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01731,10,9,8.35
GCF_039658525.1,GCF_056135565.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01845,16,13,14.40
GCF_039658525.1,GCF_056892265.1,Vibrio parahaemolyticus,Vibrio alginolyticus,0.10840,10,7,8.35
GCF_039658525.1,GCF_056934275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01957,12,11,10.26
GCF_039658525.1,GCF_057321345.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01919,10,9,8.35
GCF_039658525.1,GCF_057396045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01635,15,14,13.29
GCF_039658525.1,GCF_058267735.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01858,13,10,11.43
GCF_039658525.1,GCF_058315275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01744,14,12,12.43
GCF_039658525.1,GCF_059692275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01674,13,11,11.43
GCF_039658525.1,GCF_059910985.1,Vibrio parahaemolyticus,Vibrio sinaloensis,0.18724,10,9,8.35
GCF_039658525.1,GCF_059941785.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01753,11,9,9.41
GCF_039658525.1,GCF_059941805.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01808,15,14,13.29
GCF_039658525.1,GCF_060301545.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01886,17,16,15.42
GCF_039658545.1,GCF_040254425.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01570,10,8,8.35
GCF_039658545.1,GCF_049816605.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01636,10,9,8.35
GCF_039658545.1,GCF_049818045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01638,10,9,8.35
GCF_039658545.1,GCF_051131125.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01648,10,6,8.35
GCF_039658545.1,GCF_053220635.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23381,11,8,9.41
GCF_039658545.1,GCF_053220655.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23511,10,6,8.35
GCF_039658545.1,GCF_053220675.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23381,11,10,9.41
GCF_039658545.1,GCF_053890595.1,Vibrio parahaemolyticus,Vibrio proteolyticus,0.20098,10,7,8.35
GCF_039658545.1,GCF_054111865.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.09820,11,8,9.41
GCF_039658545.1,GCF_057396045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01561,10,8,8.35
GCF_039658545.1,GCF_058215515.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23254,10,6,8.35
GCF_039658545.1,GCF_059941805.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01552,13,12,11.43
GCF_040126105.1,GCF_040254425.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01683,20,19,18.30
GCF_040126105.1,GCF_040969975.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.10036,18,15,16.26
GCF_040126105.1,GCF_045287955.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01553,10,7,8.35
GCF_040126105.1,GCF_046118645.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01557,13,11,11.43
GCF_040126105.1,GCF_046118655.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01663,13,11,11.43
GCF_040126105.1,GCF_048284885.2,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01637,11,9,9.41
GCF_040126105.1,GCF_048914355.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01686,12,9,10.26
GCF_040126105.1,GCF_049816165.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01603,17,16,15.42
GCF_040126105.1,GCF_050920685.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01756,17,16,15.42
GCF_040126105.1,GCF_050920865.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01759,13,10,11.43
GCF_040126105.1,GCF_051132235.1,Vibrio parahaemolyticus,Vibrio sp. SCSIO 43086,0.09833,14,12,12.43
GCF_040126105.1,GCF_051903045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01627,11,8,9.41
GCF_040126105.1,GCF_052772185.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01665,20,18,18.30
GCF_040126105.1,GCF_052806215.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01606,12,9,10.26
GCF_040126105.1,GCF_052953315.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01624,12,9,10.26
GCF_040126105.1,GCF_053294815.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.00137,116,0,114.23
GCF_040126105.1,GCF_053890595.1,Vibrio parahaemolyticus,Vibrio proteolyticus,0.19972,10,6,8.35
GCF_040126105.1,GCF_054111865.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.10036,22,19,20.38
GCF_040126105.1,GCF_054568155.3,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01845,11,9,9.41
GCF_040126105.1,GCF_054850435.1,Vibrio parahaemolyticus,Vibrio sp. RC2502,0.02682,11,8,9.41
GCF_040126105.1,GCF_055233655.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01558,10,7,8.35
GCF_040126105.1,GCF_055393305.1,Vibrio parahaemolyticus,Vibrio sp. JCM 18905,0.09840,14,12,12.43
GCF_040126105.1,GCF_056135565.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01744,17,14,15.42
GCF_040126105.1,GCF_056934275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01837,13,12,11.43
GCF_040126105.1,GCF_057321345.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01850,10,8,8.35
GCF_040126105.1,GCF_057396045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01534,15,14,13.29
GCF_040126105.1,GCF_058267735.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01741,12,9,10.26
GCF_040126105.1,GCF_058315275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01637,13,12,11.43
GCF_040126105.1,GCF_059692275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01580,14,11,12.43
GCF_040126105.1,GCF_059910985.1,Vibrio parahaemolyticus,Vibrio sinaloensis,0.18869,10,9,8.35
GCF_040126105.1,GCF_059941785.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01651,12,10,10.26
GCF_040126105.1,GCF_059941805.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01689,14,13,12.43
GCF_040126105.1,GCF_060301545.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01818,16,15,14.40
GCF_040235185.1,GCF_040315585.1,Vibrio metschnikovii,Vibrio metschnikovii,0.01859,11,9,9.41
GCF_040235185.1,GCF_040588515.1,Vibrio metschnikovii,Vibrio metschnikovii,0.00741,46,8,44.09
GCF_040235185.1,GCF_040735825.1,Vibrio metschnikovii,Vibrio cholerae,0.22780,10,8,8.35
GCF_040235185.1,GCF_042604665.1,Vibrio metschnikovii,Vibrio cholerae,0.20034,10,8,8.35
GCF_040235185.1,GCF_051046905.1,Vibrio metschnikovii,Vibrio cholerae,0.23131,14,12,12.43
GCF_040235185.1,GCF_051903285.1,Vibrio metschnikovii,Vibrio cholerae,0.23131,10,8,8.35
GCF_040235185.1,GCF_051903295.1,Vibrio metschnikovii,Vibrio cholerae,0.23131,10,8,8.35
GCF_040235185.1,GCF_052271875.1,Vibrio metschnikovii,Vibrio cholerae,0.23131,11,9,9.41
GCF_040235185.1,GCF_053220475.1,Vibrio metschnikovii,Vibrio cholerae,0.22780,13,12,11.43
GCF_040235185.1,GCF_053220515.1,Vibrio metschnikovii,Vibrio cholerae,0.24221,10,8,8.35
GCF_040235185.1,GCF_053220555.1,Vibrio metschnikovii,Vibrio cholerae,0.22049,10,6,8.35
GCF_040235185.1,GCF_053220575.1,Vibrio metschnikovii,Vibrio cholerae,0.22049,10,6,8.35
GCF_040235185.1,GCF_053220615.1,Vibrio metschnikovii,Vibrio cholerae,0.22559,11,10,9.41
GCF_040235185.1,GCF_053220635.1,Vibrio metschnikovii,Vibrio cholerae,0.19173,10,8,8.35
GCF_040235185.1,GCF_053220655.1,Vibrio metschnikovii,Vibrio cholerae,0.20360,11,9,9.41
GCF_040235185.1,GCF_053220675.1,Vibrio metschnikovii,Vibrio cholerae,0.19226,10,9,8.35
GCF_040235185.1,GCF_053220715.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040235185.1,GCF_054112565.1,Vibrio metschnikovii,Vibrio metschnikovii,0.00768,36,35,34.33
GCF_040235185.1,GCF_055389885.1,Vibrio metschnikovii,Vibrio cholerae,0.23511,12,7,10.26
GCF_040235185.1,GCF_058215515.1,Vibrio metschnikovii,Vibrio cholerae,0.22246,14,12,12.43
GCF_040235185.1,GCF_900538065.1,Vibrio metschnikovii,Vibrio paracholerae,0.22147,11,9,9.41
GCF_040254425.1,GCF_040588515.1,Vibrio parahaemolyticus,Vibrio metschnikovii,0.24704,10,9,8.35
GCF_040254425.1,GCF_040969975.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.09814,29,28,27.16
GCF_040254425.1,GCF_043995865.1,Vibrio parahaemolyticus,Vibrio sp. D3,0.10022,10,8,8.35
GCF_040254425.1,GCF_045004295.1,Vibrio parahaemolyticus,Vibrio campbellii,0.14078,12,10,10.26
GCF_040254425.1,GCF_045287955.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01639,16,11,14.40
GCF_040254425.1,GCF_045348105.1,Vibrio parahaemolyticus,Vibrio vulnificus,0.18446,11,9,9.41
GCF_040254425.1,GCF_046118645.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01719,14,12,12.43
GCF_040254425.1,GCF_046118655.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01823,15,13,13.29
GCF_040254425.1,GCF_046581405.1,Vibrio parahaemolyticus,Vibrio vulnificus,0.19018,10,5,8.35
GCF_040254425.1,GCF_046850195.1,Vibrio parahaemolyticus,Vibrio aestuarianus subsp. francensis,0.21011,13,11,11.43
GCF_040254425.1,GCF_048284885.2,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01566,17,15,15.42
GCF_040254425.1,GCF_048914355.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01784,17,12,15.42
GCF_040254425.1,GCF_049384865.1,Vibrio parahaemolyticus,Vibrio harveyi,0.14534,10,9,8.35
GCF_040254425.1,GCF_049816165.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01789,13,10,11.43
GCF_040254425.1,GCF_050888945.2,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01762,10,7,8.35
GCF_040254425.1,GCF_050920685.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01879,19,17,17.29
GCF_040254425.1,GCF_050920865.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01860,18,13,16.26
GCF_040254425.1,GCF_051131125.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01790,17,15,15.42
GCF_040254425.1,GCF_051132235.1,Vibrio parahaemolyticus,Vibrio sp. SCSIO 43086,0.09678,30,29,28.45
GCF_040254425.1,GCF_051352415.1,Vibrio parahaemolyticus,Vibrio cidicii,0.19789,14,13,12.43
GCF_040254425.1,GCF_051903045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01714,16,11,14.40
GCF_040254425.1,GCF_052076115.1,Vibrio parahaemolyticus,Vibrio harveyi,0.14130,12,10,10.26
GCF_040254425.1,GCF_052375575.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01536,10,9,8.35
GCF_040254425.1,GCF_052772185.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01615,16,12,14.40
GCF_040254425.1,GCF_052953315.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01709,17,12,15.42
GCF_040254425.1,GCF_053154035.1,Vibrio parahaemolyticus,Vibrio harveyi,0.14113,10,9,8.35
GCF_040254425.1,GCF_053220475.1,Vibrio parahaemolyticus,Vibrio cholerae,0.22894,14,13,12.43
GCF_040254425.1,GCF_053220635.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23011,11,10,9.41
GCF_040254425.1,GCF_053220675.1,Vibrio parahaemolyticus,Vibrio cholerae,0.23011,12,11,10.26
GCF_040254425.1,GCF_053294815.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01727,22,21,20.38
GCF_040254425.1,GCF_054111865.1,Vibrio parahaemolyticus,Vibrio diabolicus,0.09920,28,27,26.45
GCF_040254425.1,GCF_054850435.1,Vibrio parahaemolyticus,Vibrio sp. RC2502,0.02640,15,14,13.29
GCF_040254425.1,GCF_054875955.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01511,19,17,17.29
GCF_040254425.1,GCF_055233655.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01644,16,11,14.40
GCF_040254425.1,GCF_055393305.1,Vibrio parahaemolyticus,Vibrio sp. JCM 18905,0.09794,20,19,18.30
GCF_040254425.1,GCF_056135565.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01671,30,26,28.45
GCF_040254425.1,GCF_056820805.1,Vibrio parahaemolyticus,Vibrio vulnificus,0.18676,14,13,12.43
GCF_040254425.1,GCF_056892265.1,Vibrio parahaemolyticus,Vibrio alginolyticus,0.10766,12,10,10.26
GCF_040254425.1,GCF_056934275.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01616,11,9,9.41
GCF_040254425.1,GCF_057396045.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01613,15,14,13.29
GCF_040254425.1,GCF_058119545.1,Vibrio parahaemolyticus,Vibrio alginolyticus,0.10807,12,11,10.26
GCF_040254425.1,GCF_058267735.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01490,34,33,32.19
GCF_040254425.1,GCF_059941605.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01652,13,12,11.43
GCF_040254425.1,GCF_059941805.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01620,20,16,18.30
GCF_040254425.1,GCF_060301545.1,Vibrio parahaemolyticus,Vibrio parahaemolyticus,0.01745,18,17,16.26
GCF_040254425.1,GCF_900538065.1,Vibrio parahaemolyticus,Vibrio paracholerae,0.23011,10,9,8.35
GCF_040254425.1,GCF_948151475.1,Vibrio parahaemolyticus,Vibrio campbellii,0.14364,19,17,17.29
GCF_040315585.1,GCF_040588515.1,Vibrio metschnikovii,Vibrio metschnikovii,0.01912,12,11,10.26
GCF_040315585.1,GCF_041834225.2,Vibrio metschnikovii,Vibrio cholerae,0.20784,10,9,8.35
GCF_040315585.1,GCF_042604665.1,Vibrio metschnikovii,Vibrio cholerae,0.20859,12,11,10.26
GCF_040315585.1,GCF_043756065.1,Vibrio metschnikovii,Vibrio cholerae,0.23511,10,9,8.35
GCF_040315585.1,GCF_043763905.1,Vibrio metschnikovii,Vibrio cholerae,0.23511,10,9,8.35
GCF_040315585.1,GCF_044905045.1,Vibrio metschnikovii,Vibrio cholerae,0.23644,10,8,8.35
GCF_040315585.1,GCF_047524955.2,Vibrio metschnikovii,Vibrio cholerae,0.20935,10,9,8.35
GCF_040315585.1,GCF_049315005.1,Vibrio metschnikovii,Vibrio anguillarum,0.22246,13,12,11.43
GCF_040315585.1,GCF_050500225.1,Vibrio metschnikovii,Vibrio cholerae,0.20784,10,9,8.35
GCF_040315585.1,GCF_051046905.1,Vibrio metschnikovii,Vibrio cholerae,0.23381,10,9,8.35
GCF_040315585.1,GCF_051903285.1,Vibrio metschnikovii,Vibrio cholerae,0.23644,10,7,8.35
GCF_040315585.1,GCF_051903295.1,Vibrio metschnikovii,Vibrio cholerae,0.23644,10,7,8.35
GCF_040315585.1,GCF_052271875.1,Vibrio metschnikovii,Vibrio cholerae,0.23644,10,7,8.35
GCF_040315585.1,GCF_052545415.1,Vibrio metschnikovii,Vibrio cholerae,0.23782,11,8,9.41
GCF_040315585.1,GCF_052956585.1,Vibrio metschnikovii,Vibrio cholerae,0.20859,10,9,8.35
GCF_040315585.1,GCF_053220475.1,Vibrio metschnikovii,Vibrio cholerae,0.23644,11,10,9.41
GCF_040315585.1,GCF_053220555.1,Vibrio metschnikovii,Vibrio cholerae,0.22453,11,8,9.41
GCF_040315585.1,GCF_053220575.1,Vibrio metschnikovii,Vibrio cholerae,0.22453,11,8,9.41
GCF_040315585.1,GCF_053220695.1,Vibrio metschnikovii,Vibrio cholerae,0.23924,10,9,8.35
GCF_040315585.1,GCF_056770475.1,Vibrio metschnikovii,Vibrio cholerae,0.20935,10,9,8.35
GCF_040315585.1,GCF_056770485.1,Vibrio metschnikovii,Vibrio cholerae,0.20784,10,9,8.35
GCF_040315585.1,GCF_056770545.1,Vibrio metschnikovii,Vibrio cholerae,0.20784,10,9,8.35
GCF_040315585.1,GCF_056770575.1,Vibrio metschnikovii,Vibrio cholerae,0.20784,10,9,8.35
GCF_040315585.1,GCF_058215515.1,Vibrio metschnikovii,Vibrio cholerae,0.24221,14,10,12.43
GCF_040315585.1,GCF_900324425.1,Vibrio metschnikovii,Vibrio cholerae,0.20034,11,7,9.41
GCF_040315585.1,GCF_900324445.1,Vibrio metschnikovii,Vibrio cholerae,0.20034,11,7,9.41
GCF_040315585.1,GCF_900324455.1,Vibrio metschnikovii,Vibrio cholerae,0.20034,11,7,9.41
GCF_040315585.1,GCF_900538065.1,Vibrio metschnikovii,Vibrio paracholerae,0.23381,11,8,9.41
GCF_040315585.1,GCF_937000105.1,Vibrio metschnikovii,Vibrio cholerae,0.20935,10,9,8.35
GCF_040412195.1,GCF_040556435.1,Vibrio cholerae,Vibrio cholerae,0.00260,56,55,54.25
GCF_040412195.1,GCF_040735825.1,Vibrio cholerae,Vibrio cholerae,0.01887,16,15,14.40
GCF_040412195.1,GCF_041834225.2,Vibrio cholerae,Vibrio cholerae,0.00071,103,102,101.44
GCF_040412195.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.00125,98,90,96.19
GCF_040412195.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.00155,69,68,67.28
GCF_040412195.1,GCF_043755855.1,Vibrio cholerae,Vibrio cholerae,0.00143,91,90,89.23
GCF_040412195.1,GCF_043756065.1,Vibrio cholerae,Vibrio cholerae,0.00121,90,89,88.38
GCF_040412195.1,GCF_043756335.1,Vibrio cholerae,Vibrio cholerae,0.00143,91,90,89.23
GCF_040412195.1,GCF_043757505.1,Vibrio cholerae,Vibrio cholerae,0.00147,86,85,84.17
GCF_040412195.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.00134,79,78,77.42
