family,n_genomes,n_species,n_proteins
GCF_011801435.1|NZ_CP042449.1|NZ_CP042449.1_1418,1,1,1
GCF_011801455.1|NZ_CP042451.1|NZ_CP042451.1_1261,1,1,1
GCF_011801455.1|NZ_CP042451.1|NZ_CP042451.1_1263,1,1,1
GCF_011801455.1|NZ_CP042451.1|NZ_CP042451.1_1265,3,3,3
GCF_011801455.1|NZ_CP042451.1|NZ_CP042451.1_1266,4,3,4
GCF_011801455.1|NZ_CP042451.1|NZ_CP042451.1_1271,1,1,1
GCF_011801455.1|NZ_CP042452.1|NZ_CP042452.1_849,1,1,1
GCF_011801455.1|NZ_CP042452.1|NZ_CP042452.1_850,1,1,1
GCF_011801455.1|NZ_CP042452.1|NZ_CP042452.1_851,1,1,1
GCF_013357605.1|NZ_CP053795.1|NZ_CP053795.1_276,1,1,1
GCF_013357605.1|NZ_CP053795.1|NZ_CP053795.1_302,1,1,1
GCF_013357605.1|NZ_CP053795.1|NZ_CP053795.1_306,4,2,5
GCF_013357605.1|NZ_CP053795.1|NZ_CP053795.1_308,1,1,1
GCF_013357605.1|NZ_CP053795.1|NZ_CP053795.1_316,8,3,8
GCF_013357605.1|NZ_CP053795.1|NZ_CP053795.1_351,1,1,1
GCF_013357625.1|NZ_CP053797.1|NZ_CP053797.1_260,16,6,16
GCF_013357625.1|NZ_CP053797.1|NZ_CP053797.1_267,7,3,9
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_315,1,1,1
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_319,1,1,1
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_327,2,1,2
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_329,2,1,2
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_334,2,1,2
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_340,4,3,4
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_341,2,1,2
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_348,2,1,2
GCF_013357665.1|NZ_CP053801.1|NZ_CP053801.1_388,2,1,2
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_287,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_288,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_290,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_291,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_298,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_301,2,2,2
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_305,3,2,3
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_309,3,3,3
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_320,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_322,5,2,5
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_326,78,13,79
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_328,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_329,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_331,59,18,72
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_333,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_335,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_336,10,8,10
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_337,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_338,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_344,6,5,7
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_351,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_352,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_361,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_363,3,1,3
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_364,4,2,4
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_369,1,1,1
GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_373,1,1,1
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1764,9,5,9
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1782,6,3,6
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1797,6,3,6
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1804,1,1,1
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1806,1,1,1
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1807,1,1,1
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1817,2,1,2
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1819,4,3,5
GCF_022343205.1|NZ_CP082319.1|NZ_CP082319.1_1824,1,1,1
GCF_022343205.1|NZ_CP082320.1|NZ_CP082320.1_73,1,1,1
GCF_023169605.1|NZ_AP023185.1|NZ_AP023185.1_1195,2,1,2
GCF_023169605.1|NZ_AP023185.1|NZ_AP023185.1_1636,2,2,2
GCF_023169605.1|NZ_AP023186.1|NZ_AP023186.1_725,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1865,2,1,2
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1880,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1881,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1885,2,2,2
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1905,27,12,28
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1911,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1913,4,2,4
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1914,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1919,2,1,2
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1924,2,1,2
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1926,2,1,2
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1939,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1940,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1941,5,5,5
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1962,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1971,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1980,2,1,2
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1982,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1985,1,1,1
GCF_023169625.1|NZ_AP023187.1|NZ_AP023187.1_1989,2,2,3
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1316,3,1,3
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1317,4,1,4
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1318,6,2,6
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1319,4,1,4
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1320,3,1,3
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1321,3,1,3
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1325,4,2,4
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1329,6,4,7
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1330,3,1,3
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1342,4,2,4
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1345,3,1,3
GCF_023205955.1|NZ_CP064041.1|NZ_CP064041.1_1346,16,5,16
GCF_023206035.1|NZ_CP065206.1|NZ_CP065206.1_2490,1,1,1
GCF_023206035.1|NZ_CP065206.1|NZ_CP065206.1_2493,1,1,1
GCF_023206035.1|NZ_CP065206.1|NZ_CP065206.1_2494,1,1,1
GCF_023206035.1|NZ_CP065206.1|NZ_CP065206.1_2495,2,2,2
GCF_023206035.1|NZ_CP065206.1|NZ_CP065206.1_2496,1,1,1
GCF_023206035.1|NZ_CP065207.1|NZ_CP065207.1_1120,6,4,6
GCF_023206035.1|NZ_CP065207.1|NZ_CP065207.1_1121,3,2,3
GCF_023206035.1|NZ_CP065207.1|NZ_CP065207.1_1122,2,1,2
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1876,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1877,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1878,2,1,2
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1880,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1882,3,3,3
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1883,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1889,2,1,2
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1892,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1893,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1901,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1902,2,1,2
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1903,66,19,87
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1908,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1915,1,1,1
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1917,5,3,5
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1924,24,9,35
GCF_023206515.1|NZ_CP066246.1|NZ_CP066246.1_1929,2,2,2
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1280,5,5,6
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1281,5,5,5
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1282,5,5,10
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1283,10,6,11
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1284,4,4,5
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1286,4,4,5
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1287,4,4,5
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1295,4,4,5
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1296,1,1,1
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1297,4,4,5
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1299,7,7,8
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1301,6,6,8
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1302,1,1,1
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1306,4,4,4
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1311,6,6,6
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1313,4,4,4
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1314,4,4,4
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1319,4,4,4
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1328,4,4,4
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1329,4,4,4
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1330,4,4,4
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1331,4,4,4
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1332,5,4,5
GCF_023716545.1|NZ_CP071845.1|NZ_CP071845.1_1333,4,4,4
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1533,2,2,3
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1536,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1538,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1539,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1542,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1543,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1544,2,2,2
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1546,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1547,19,7,21
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1548,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1549,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1551,2,2,2
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1555,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1558,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1559,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1560,6,4,6
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1562,2,2,2
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1566,1,1,2
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1567,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1569,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1570,1,1,1
GCF_023716565.1|NZ_CP071848.1|NZ_CP071848.1_1571,6,3,6
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2016,1,1,1
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2019,1,1,1
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2020,1,1,1
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2023,1,1,1
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2024,1,1,1
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2025,1,1,1
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2217,1,1,1
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2218,1,1,1
GCF_023746615.1|NZ_CP082275.1|NZ_CP082275.1_2219,1,1,1
GCF_023746615.1|NZ_CP082276.1|NZ_CP082276.1_988,2,2,2
GCF_023746615.1|NZ_CP082276.1|NZ_CP082276.1_989,1,1,1
GCF_023920225.1|NZ_CP092587.1|NZ_CP092587.1_1758,3,1,3
GCF_023920225.1|NZ_CP092587.1|NZ_CP092587.1_1759,4,2,4
GCF_023920225.1|NZ_CP092587.1|NZ_CP092587.1_1760,4,2,4
GCF_023920225.1|NZ_CP092587.1|NZ_CP092587.1_1761,3,1,3
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_304,3,1,3
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_305,7,4,7
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_306,3,1,3
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_307,3,1,3
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_308,3,1,3
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_309,4,2,4
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_310,3,1,3
GCF_023920225.1|NZ_CP092588.1|NZ_CP092588.1_311,4,2,4
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_817,11,5,22
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_818,61,18,78
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_819,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_820,3,3,3
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_823,117,27,137
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_824,3,3,4
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_826,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_827,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_838,2,2,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_840,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_841,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_842,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_844,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_845,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_847,2,2,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_848,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_851,2,2,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_852,2,2,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_856,2,2,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_859,2,2,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_862,1,1,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_867,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_868,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_870,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_871,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_872,1,1,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_873,1,1,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_874,1,1,2
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_876,4,2,4
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_877,4,2,4
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_879,1,1,1
GCF_023983475.1|NZ_CP092713.1|NZ_CP092713.1_883,14,10,28
GCF_024347475.1|NZ_AP025488.1|NZ_AP025488.1_133,1,1,1
GCF_024347475.1|NZ_AP025488.1|NZ_AP025488.1_134,1,1,1
GCF_024347475.1|NZ_AP025488.1|NZ_AP025488.1_1211,1,1,1
GCF_024347475.1|NZ_AP025488.1|NZ_AP025488.1_1213,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_759,4,2,5
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_766,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_768,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_769,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_773,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_774,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_775,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_777,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_778,2,2,2
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_780,56,8,70
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_783,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_784,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_785,92,20,121
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_787,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_788,2,2,4
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_791,4,3,4
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_794,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_795,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_796,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_797,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_798,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_799,2,2,3
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_800,6,3,6
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_805,6,6,7
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_810,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_813,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_814,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_816,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_819,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_821,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_826,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_827,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_828,7,5,9
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_833,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_835,2,2,2
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_837,5,4,5
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_838,2,2,3
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_844,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_845,1,1,1
GCF_024347495.1|NZ_AP025491.1|NZ_AP025491.1_848,1,1,1
GCF_000021605.1|NC_012580.1|NC_012580.1_278,24,3,24
GCF_000021605.1|NC_012580.1|NC_012580.1_279,30,4,31
GCF_000021605.1|NC_012580.1|NC_012580.1_282,25,4,25
GCF_000021605.1|NC_012580.1|NC_012580.1_286,19,2,19
GCF_000021605.1|NC_012580.1|NC_012580.1_291,21,2,21
GCF_000021605.1|NC_012580.1|NC_012580.1_292,21,4,21
GCF_000021605.1|NC_012580.1|NC_012580.1_293,20,2,20
GCF_000021605.1|NC_012580.1|NC_012580.1_332,7,3,7
GCF_000022585.1|NC_012668.1|NC_012668.1_2619,30,6,30
GCF_000022585.1|NC_012668.1|NC_012668.1_2620,30,6,30
GCF_000022585.1|NC_012668.1|NC_012668.1_2621,30,6,30
GCF_000022585.1|NC_012668.1|NC_012668.1_2622,30,6,30
GCF_000022585.1|NC_012668.1|NC_012668.1_2624,31,6,31
GCF_000022585.1|NC_012667.1|NC_012667.1_934,33,4,37
GCF_000024825.1|NC_013456.1|NC_013456.1_1529,5,5,5
GCF_000024825.1|NC_013456.1|NC_013456.1_1531,15,8,17
GCF_000024825.1|NC_013456.1|NC_013456.1_1533,28,10,28
GCF_000024825.1|NC_013456.1|NC_013456.1_1535,5,3,7
GCF_000024825.1|NC_013456.1|NC_013456.1_1538,1,1,1
GCF_000024825.1|NC_013456.1|NC_013456.1_1539,1,1,1
GCF_000024825.1|NC_013456.1|NC_013456.1_1541,2,2,2
GCF_000024825.1|NC_013456.1|NC_013456.1_1544,76,13,93
GCF_000024825.1|NC_013456.1|NC_013456.1_1545,1,1,1
GCF_000024825.1|NC_013456.1|NC_013456.1_1552,4,3,4
GCF_000024825.1|NC_013456.1|NC_013456.1_1554,72,18,115
GCF_000024825.1|NC_013456.1|NC_013456.1_1562,4,4,4
GCF_000024825.1|NC_013456.1|NC_013456.1_1564,16,4,16
GCF_000024825.1|NC_013456.1|NC_013456.1_1565,66,22,73
GCF_000024825.1|NC_013456.1|NC_013456.1_1566,1,1,1
GCF_000024825.1|NC_013456.1|NC_013456.1_1567,44,9,48
GCF_000024825.1|NC_013456.1|NC_013456.1_1570,4,3,5
GCF_000024825.1|NC_013456.1|NC_013456.1_1571,25,3,27
GCF_000024825.1|NC_013456.1|NC_013456.1_1574,52,14,57
GCF_000024825.1|NC_013456.1|NC_013456.1_1576,51,10,55
GCF_000024825.1|NC_013456.1|NC_013456.1_1582,1,1,1
GCF_000024825.1|NC_013456.1|NC_013456.1_1584,23,10,26
GCF_000024825.1|NC_013456.1|NC_013456.1_1607,65,20,77
GCF_000091465.1|NC_011753.2|NC_011753.2_1150,2,2,2
GCF_000091465.1|NC_011753.2|NC_011753.2_1727,7,6,10
GCF_000091465.1|NC_011753.2|NC_011753.2_1730,1,1,1
GCF_000091465.1|NC_011753.2|NC_011753.2_1731,1,1,1
GCF_000091465.1|NC_011753.2|NC_011753.2_1734,1,1,1
GCF_000091465.1|NC_011753.2|NC_011753.2_1737,1,1,1
GCF_000091465.1|NC_011753.2|NC_011753.2_1741,1,1,1
GCF_000091465.1|NC_011753.2|NC_011753.2_1742,3,3,3
GCF_000091465.1|NC_011753.2|NC_011753.2_1743,67,22,81
GCF_000091465.1|NC_011753.2|NC_011753.2_1745,40,9,43
GCF_000091465.1|NC_011753.2|NC_011753.2_1747,11,6,11
GCF_000091465.1|NC_011744.2|NC_011744.2_789,1,1,1
GCF_000091465.1|NC_011744.2|NC_011744.2_790,15,7,23
GCF_000091465.1|NC_011744.2|NC_011744.2_792,1,1,1
GCF_000166455.1|NC_016445.1|NC_016445.1_138,30,6,30
GCF_000166455.1|NC_016446.1|NC_016446.1_43,4,3,4
GCF_000184325.1|NC_016602.1|NC_016602.1_1319,1,1,1
GCF_000184325.1|NC_016602.1|NC_016602.1_1320,1,1,1
GCF_000184325.1|NC_016602.1|NC_016602.1_1321,1,1,1
GCF_000184325.1|NC_016602.1|NC_016602.1_1322,4,2,4
GCF_000184325.1|NC_016602.1|NC_016602.1_1323,4,2,4
GCF_000184325.1|NC_016602.1|NC_016602.1_1324,4,2,4
GCF_000184325.1|NC_016602.1|NC_016602.1_1325,4,2,4
GCF_000184325.1|NC_016602.1|NC_016602.1_1326,4,2,4
GCF_000184325.1|NC_016602.1|NC_016602.1_1327,5,4,5
GCF_000184325.1|NC_016602.1|NC_016602.1_1328,7,6,7
GCF_000184325.1|NC_016628.1|NC_016628.1_2,7,2,7
GCF_000186585.1|NC_014965.1|NC_014965.1_1319,1,1,1
GCF_000186585.1|NC_014965.1|NC_014965.1_1326,3,3,3
GCF_000186585.1|NC_014965.1|NC_014965.1_1331,2,2,2
GCF_000186585.1|NC_014965.1|NC_014965.1_1332,1,1,1
GCF_000186585.1|NC_014965.1|NC_014965.1_1338,14,6,15
GCF_000186585.1|NC_014965.1|NC_014965.1_1344,1,1,1
GCF_000186585.1|NC_014965.1|NC_014965.1_1345,2,2,2
GCF_000186585.1|NC_014965.1|NC_014965.1_1350,1,1,1
GCF_000186585.1|NC_014965.1|NC_014965.1_1353,1,1,1
GCF_000186585.1|NC_014965.1|NC_014965.1_1356,61,9,78
GCF_000186585.1|NC_014965.1|NC_014965.1_1357,20,7,22
GCF_000186585.1|NC_014965.1|NC_014965.1_1358,1,1,1
GCF_000186585.1|NC_014965.1|NC_014965.1_1361,40,13,45
GCF_000186585.1|NC_014965.1|NC_014965.1_1362,1,1,1
GCF_000186585.1|NC_014965.1|NC_014965.1_1364,5,3,5
GCF_000186585.1|NC_014965.1|NC_014965.1_1369,17,6,19
GCF_000186585.1|NC_014965.1|NC_014965.1_1375,3,3,3
GCF_000186585.1|NC_014965.1|NC_014965.1_1377,3,2,3
GCF_000186585.1|NC_014965.1|NC_014965.1_1382,76,21,96
GCF_000186585.1|NC_014965.1|NC_014965.1_1392,1,1,1
GCF_000186585.1|NC_014966.1|NC_014966.1_281,2,2,2
GCF_000186585.1|NC_014966.1|NC_014966.1_282,6,4,6
GCF_000196095.1|NC_004603.1|NC_004603.1_1697,8,2,8
GCF_000196095.1|NC_004603.1|NC_004603.1_1699,9,3,17
GCF_000196095.1|NC_004603.1|NC_004603.1_1701,10,2,10
